row_label_raw,row_label_full,Tên công ty,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
Tên công ty,Tên công ty,Tên công ty,Tỷ lệ biểu quyết%,Tỷ lệ sở hữu trực tiếp%,Tỷ lệ biểu quyết%,Tỷ lệ sở hữu trực tiếp%,,,,
Công ty con,Công ty con,Công ty con,,,,,,,,
Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam (iii),Công ty con > Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam (iii),Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam (iii),"100,00%","100,00%","100,00%","100,00%",1.0,1.0,1.0,1.0
Công ty CP Vật tư Kỹ thuật Nông nghiệp Cần Thơ (ii),Công ty con > Công ty CP Vật tư Kỹ thuật Nông nghiệp Cần Thơ (ii),Công ty CP Vật tư Kỹ thuật Nông nghiệp Cần Thơ (ii),"56,69%","56,69%","56,69%","56,69%",0.5669,0.5669,0.5669,0.5669
Công ty CP Dược phẩm Cửu Long (iv),Công ty con > Công ty CP Dược phẩm Cửu Long (iv),Công ty CP Dược phẩm Cửu Long (iv),"74,61%","74,61%","74,61%","74,61%",0.7461,0.7461,0.7461,0.7461
Công ty CP Đầu tư Bất động sản F.I.T (v),Công ty con > Công ty CP Đầu tư Bất động sản F.I.T (v),Công ty CP Đầu tư Bất động sản F.I.T (v),"99,69%","99,69%","99,00%","99,00%",0.9969,0.9969,0.99,0.99
Công ty CP F.I.T Consumer (vi),Công ty con > Công ty CP F.I.T Consumer (vi),Công ty CP F.I.T Consumer (vi),"92,50%","10,78%","92,50%","10,78%",0.925,0.10779999999999999,0.925,0.10779999999999999
"Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết",,,,,,,,
Công ty CP Chứng khoán Đại Nam,"Công ty liên doanh, liên kết > Công ty CP Chứng khoán Đại Nam",Công ty CP Chứng khoán Đại Nam,"24,89%","24,89%","24,89%","24,89%",0.2489,0.2489,0.2489,0.2489
