row_label_raw,row_label_full,Tên Bất động sản,Nguyên giá,Khấu hao lũy kế,Giá trị còn lại,numeric__Nguyên giá,numeric__Khấu hao lũy kế,numeric__Giá trị còn lại
Văn phòng cho thuê tầng 5-HACC1,Văn phòng cho thuê tầng 5-HACC1,Văn phòng cho thuê tầng 5-HACC1,31.826.085.906,1.961.109.049,29.864.976.857,31826085906.0,1961109049.0,29864976857.0
Văn phòng cho thuê tầng 4-HACC1,Văn phòng cho thuê tầng 4-HACC1,Văn phòng cho thuê tầng 4-HACC1,40.159.649.250,2.467.507.949,37.692.141.301,40159649250.0,2467507949.0,37692141301.0
Tầng 1 tòa nhà CT1 Mễ Trì,Tầng 1 tòa nhà CT1 Mễ Trì,Tầng 1 tòa nhà CT1 Mễ Trì,12.878.700.000,1.867.720.302,11.010.979.698,12878700000.0,1867720302.0,11010979698.0
Cộng,Cộng,Cộng,84.864.435.156,6.296.337.300,78.568.097.856,84864435156.0,6296337300.0,78568097856.0
