row_label_raw,row_label_full,Ông Nguyễn Văn Sang,Chủ tịch,numeric__Chủ tịch
Bà Nguyễn Thị Minh Nguyệt,Bà Nguyễn Thị Minh Nguyệt,Bà Nguyễn Thị Minh Nguyệt,Phó Chủ tịch,
Ông Kiều Hữu Dũng,Ông Kiều Hữu Dũng,Ông Kiều Hữu Dũng,Phó Chủ tịch (Miễn nhiệm ngày 26/04/2019),
Ông Kiều Hữu Hoàn,Ông Kiều Hữu Hoàn,Ông Kiều Hữu Hoàn,Thành viên (Bổ nhiệm ngày 26/04/2019),
Ông Hứa Xuân Sinh,Ông Hứa Xuân Sinh,Ông Hứa Xuân Sinh,Thành viên độc lập,
Ông Phan Minh Sáng,Ông Phan Minh Sáng,Ông Phan Minh Sáng,Thành viên,
Ông Đỗ Văn Khá,Ông Đỗ Văn Khá,Ông Đỗ Văn Khá,Thành viên độc lập,
Ông Bùi Tuấn,Ông Bùi Tuấn,Ông Bùi Tuấn,Thành viên độc lập,
