row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
,,,VND,VND,VND,VND,,,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,20.704.404.598,46.793.763,19.036.005.804,46.793.763,20704404598.0,46793763.0,19036005804.0,46793763.0
"- Ký cược, ký quỹ","- Ký cược, ký quỹ","- Ký cược, ký quỹ",55.120.000,-,39.800.000,-,55120000.0,,39800000.0,
- Tạm ứng,- Tạm ứng,- Tạm ứng,130.728.729,-,106.028.465,-,130728729.0,,106028465.0,
- Cổ tức phải thu,- Cổ tức phải thu,- Cổ tức phải thu,100.007.000,-,-,-,100007000.0,,,
- Phải thu về lãi dự thu từ các hợp đồng tiền gửi và cho vay,- Phải thu về lãi dự thu từ các hợp đồng tiền gửi và cho vay,- Phải thu về lãi dự thu từ các hợp đồng tiền gửi và cho vay,17.557.019.177,-,11.042.356.163,-,17557019177.0,,11042356163.0,
+ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,+ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,+ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,5.326.027.398,-,6.767.671.232,-,5326027398.0,,6767671232.0,
+ Công ty Tài chính TNHH MTV Ngân hàng Việt Nam Thịnh Vượng,+ Công ty Tài chính TNHH MTV Ngân hàng Việt Nam Thịnh Vượng,+ Công ty Tài chính TNHH MTV Ngân hàng Việt Nam Thịnh Vượng,11.862.739.725,-,4.270.684.931,-,11862739725.0,,4270684931.0,
+ Ngân hàng TNHH MTV Public Việt Nam,+ Ngân hàng TNHH MTV Public Việt Nam,+ Ngân hàng TNHH MTV Public Việt Nam,368.252.054,-,4.000.000,-,368252054.0,,4000000.0,
- Phải thu lãi các hợp đồng hợp tác đầu tư (i),- Phải thu lãi các hợp đồng hợp tác đầu tư (i),- Phải thu lãi các hợp đồng hợp tác đầu tư (i),2.814.735.929,-,7.801.027.413,-,2814735929.0,,7801027413.0,
+ Công ty CP FIT Consumer,+ Công ty CP FIT Consumer,+ Công ty CP FIT Consumer,1.843.719.117,-,944.779.340,,1843719117.0,,944779340.0,
+ Công ty CP Đầu tư Bất Động Sản F.I.T,+ Công ty CP Đầu tư Bất Động Sản F.I.T,+ Công ty CP Đầu tư Bất Động Sản F.I.T,595.517.643,-,358.027.397,-,595517643.0,,358027397.0,
+ Công ty CP Đầu Tư Thương Mại Hoa Sen Việt Nam,+ Công ty CP Đầu Tư Thương Mại Hoa Sen Việt Nam,+ Công ty CP Đầu Tư Thương Mại Hoa Sen Việt Nam,309.350.553,-,8.919.935,-,309350553.0,,8919935.0,
+ Công ty Cổ phần FIT COSMETICS,+ Công ty Cổ phần FIT COSMETICS,+ Công ty Cổ phần FIT COSMETICS,29.589.041,-,6.272.998.519,-,29589041.0,,6272998519.0,
+ Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,+ Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,+ Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,23.408.890,-,-,-,23408890.0,,,
+ Công ty Cổ phần Today Cosmetics,+ Công ty Cổ phần Today Cosmetics,+ Công ty Cổ phần Today Cosmetics,13.150.685,-,216.302.222,-,13150685.0,,216302222.0,
- Phải thu khác,- Phải thu khác,- Phải thu khác,46.793.763,46.793.763,46.793.763,46.793.763,46793763.0,46793763.0,46793763.0,46793763.0
b) Dải hạn,b) Dải hạn,b) Dải hạn,1.014.500.000,-,1.014.500.000,-,1014500000.0,,1014500000.0,
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",1.014.500.000,-,1.014.500.000,-,1014500000.0,,1014500000.0,
