row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,,
- Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành > - Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,- Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,865.056.667.445,747.736.183.007,865056667445.0,747736183007.0
- Điều chỉnh chi phí thuế thu nhập doanh nghiệp của các năm trước vào chi phí thuế thu nhập hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành > - Điều chỉnh chi phí thuế thu nhập doanh nghiệp của các năm trước vào chi phí thuế thu nhập hiện hành,- Điều chỉnh chi phí thuế thu nhập doanh nghiệp của các năm trước vào chi phí thuế thu nhập hiện hành,77.757.451.186,14.253.429.109,77757451186.0,14253429109.0
năm nay,năm nay,năm nay,năm nay,năm nay,,
Tổng chi phí thuế thu nhập doanh nghiệp hiện hành,năm nay > Tổng chi phí thuế thu nhập doanh nghiệp hiện hành,Tổng chi phí thuế thu nhập doanh nghiệp hiện hành,942.814.118.631,761.989.612.116,942814118631.0,761989612116.0
,,,Năm nay,Năm trước,,
,,,VND,VND,,
(Thu nhập) thuế thu nhập doanh nghiệp hoãn lại,(Thu nhập) thuế thu nhập doanh nghiệp hoãn lại,(Thu nhập) thuế thu nhập doanh nghiệp hoãn lại,(Thu nhập) thuế thu nhập doanh nghiệp hoãn lại,(Thu nhập) thuế thu nhập doanh nghiệp hoãn lại,,
- (Thu nhập) thuế thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời được khấu trừ,(Thu nhập) thuế thu nhập doanh nghiệp hoãn lại > - (Thu nhập) thuế thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời được khấu trừ,- (Thu nhập) thuế thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời được khấu trừ,(103.102.706.262),(9.171.267.283),-103102706262.0,-9171267283.0
Tổng (thu nhập) thuế thu nhập doanh nghiệp hoãn lại,(Thu nhập) thuế thu nhập doanh nghiệp hoãn lại > Tổng (thu nhập) thuế thu nhập doanh nghiệp hoãn lại,Tổng (thu nhập) thuế thu nhập doanh nghiệp hoãn lại,(103.102.706.262),(9.171.267.283),-103102706262.0,-9171267283.0
