row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,400,,18.605.667.400.728,16.799.289.401.006,400.0,,18605667400728.0,16799289401006.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,28,18.602.917.400.728,16.796.539.401.006,410.0,28.0,18602917400728.0,16796539401006.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,7.839.874.860.000,6.783.586.880.000,411.0,,7839874860000.0,6783586880000.0
- Cổ phiếu phố thông có quyền biểu quyết,- Cổ phiếu phố thông có quyền biểu quyết,- Cổ phiếu phố thông có quyền biểu quyết,411a,,7.839.874.860.000,6.783.586.880.000,,,7839874860000.0,6783586880000.0
2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,412,,49.713.213.411,49.941.441.360,412.0,,49713213411.0,49941441360.0
3. Vốn khác của chủ sở hữu,3. Vốn khác của chủ sở hữu,3. Vốn khác của chủ sở hữu,414,,920.081.410.199,765.332.464.859,414.0,,920081410199.0,765332464859.0
4. Cổ phiếu quỹ,4. Cổ phiếu quỹ,4. Cổ phiếu quỹ,415,,(823.760.000),(823.760.000),415.0,,-823760000.0,-823760000.0
5. Chênh lệch tỷ giá hối đoái,5. Chênh lệch tỷ giá hối đoái,5. Chênh lệch tỷ giá hối đoái,417,,13.496.751.277,(7.773.137.062),417.0,,13496751277.0,-7773137062.0
6. Quỹ đầu tư phát triển,6. Quỹ đầu tư phát triển,6. Quỹ đầu tư phát triển,418,,442.371.579.941,307.526.573.229,418.0,,442371579941.0,307526573229.0
7. Quỹ khác thuộc vốn chủ sở hữu,7. Quỹ khác thuộc vốn chủ sở hữu,7. Quỹ khác thuộc vốn chủ sở hữu,420,,87.203.093.024,102.985.531.790,420.0,,87203093024.0,102985531790.0
8. Lợi nhuận sau thuế chưa phân phối,8. Lợi nhuận sau thuế chưa phân phối,8. Lợi nhuận sau thuế chưa phân phối,421,,6.390.906.128.452,5.960.676.956.469,421.0,,6390906128452.0,5960676956469.0
- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,4.049.855.354.550,3.503.602.891.815,,,4049855354550.0,3503602891815.0
- Lợi nhuận sau thuế chưa phân phối năm nay,- Lợi nhuận sau thuế chưa phân phối năm nay,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,2.341.050.773.902,2.457.074.064.654,,,2341050773902.0,2457074064654.0
9. Lợi ích cổ đông không kiểm soát,9. Lợi ích cổ đông không kiểm soát,9. Lợi ích cổ đông không kiểm soát,429,,2.860.094.124.424,2.835.086.450.361,429.0,,2860094124424.0,2835086450361.0
II. Nguồn kinh phí và quỹ khác,II. Nguồn kinh phí và quỹ khác,II. Nguồn kinh phí và quỹ khác,430,,2.750.000.000,2.750.000.000,430.0,,2750000000.0,2750000000.0
1. Nguồn kinh phí,1. Nguồn kinh phí,1. Nguồn kinh phí,431,,2.750.000.000,2.750.000.000,431.0,,2750000000.0,2750000000.0
TỔNG CỘNG NGUỒN VỐN (440=300+400),TỔNG CỘNG NGUỒN VỐN (440=300+400),TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,41.734.323.235.194,33.394.164.263.694,440.0,,41734323235194.0,33394164263694.0
