row_label_raw,row_label_full,Chỉ tiêu > Thuế giá trị gia tăng > - Thuế giá trị gia tăng đầu ra > - Thuế giá trị gia tăng hàng nhập khẩu,Số đầu năm > VND > 194.796.202.522 > 194.794.636.361 > 1.566.161,Số phải nộp/thực thu trong năm > VND > 3.281.495.479.277 > 3.045.186.920.089 > 236.308.559.188,Số đã thực nộp/được khấu trừ trong năm > VND > 3.210.884.793.515 > 2.974.626.508.501 > 236.258.285.014,Số cuối năm > VND > 265.406.888.284 > 265.355.047.949 > 51.840.335,numeric__Số đầu năm > VND > 194.796.202.522 > 194.794.636.361 > 1.566.161,numeric__Số phải nộp/thực thu trong năm > VND > 3.281.495.479.277 > 3.045.186.920.089 > 236.308.559.188,numeric__Số đã thực nộp/được khấu trừ trong năm > VND > 3.210.884.793.515 > 2.974.626.508.501 > 236.258.285.014,numeric__Số cuối năm > VND > 265.406.888.284 > 265.355.047.949 > 51.840.335
Thuế nhập khẩu,Thuế nhập khẩu,Thuế nhập khẩu,(181.397.818),10.583.204.290,10.583.204.289,(181.397.817),-181397818.0,10583204290.0,10583204289.0,-181397817.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,154.296.524.532,885.372.070.931,778.286.928.783,261.381.666.680,154296524532.0,885372070931.0,778286928783.0,261381666680.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,56.133.748.776,651.852.570.025,639.366.163.559,68.620.155.242,56133748776.0,651852570025.0,639366163559.0,68620155242.0
Thuế nhà thầu,Thuế nhà thầu,Thuế nhà thầu,19.144.273.924,82.937.063.558,95.245.459.868,6.835.877.614,19144273924.0,82937063558.0,95245459868.0,6835877614.0
Các loại thuế và phí khác,Các loại thuế và phí khác,Các loại thuế và phí khác,2.170.071.599,47.495.742.305,51.280.735.382,(1.614.921.478),2170071599.0,47495742305.0,51280735382.0,-1614921478.0
Cộng,Cộng,Cộng,426.359.423.535,4.959.736.130.386,4.785.647.285.396,600.448.268.525,426359423535.0,4959736130386.0,4785647285396.0,600448268525.0
