row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,Nợ PHẢI TRẢ,300,,23.128.655.834.466,16.594.874.862.688,,300.0,,23128655834466.0,16594874862688.0
I.,I.,I.,Nợ ngắn hạn,310,,22.364.710.509.820,16.102.256.902.439,,310.0,,22364710509820.0,16102256902439.0
I.,I.,I.,1. Phải trả người bán ngắn hạn,311,20,2.824.505.552.359,2.641.797.326.788,,311.0,20.0,2824505552359.0,2641797326788.0
I.,I.,I.,2. Người mua trả tiền trước ngắn hạn,312,21,465.157.577.125,398.628.905.824,,312.0,21.0,465157577125.0,398628905824.0
I.,I.,I.,3. Thuế và các khoản phải nộp Nhà nước,313,14,645.972.209.996,554.461.605.696,,313.0,14.0,645972209996.0,554461605696.0
I.,I.,I.,4. Phải trả người lao động,314,,1.968.364.078.549,1.278.884.909.353,,314.0,,1968364078549.0,1278884909353.0
I.,I.,I.,5. Chi phí phải trả ngắn hạn,315,22,762.365.483.261,746.853.608.766,,315.0,22.0,762365483261.0,746853608766.0
I.,I.,I.,6. Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,9,64.245.054.184,39.251.428.042,,317.0,9.0,64245054184.0,39251428042.0
I.,I.,I.,7. Doanh thu chưa thực hiện ngắn hạn,318,23,1.962.878.574.530,1.827.319.525.947,,318.0,23.0,1962878574530.0,1827319525947.0
I.,I.,I.,8. Phải trả ngắn hạn khác,319,24,744.816.892.234,387.440.116.553,,319.0,24.0,744816892234.0,387440116553.0
I.,I.,I.,9. Vay và nợ thuê tài chính ngắn hạn,320,25,12.062.410.192.740,7.513.635.654.008,,320.0,25.0,12062410192740.0,7513635654008.0
I.,I.,I.,10. Dự phòng phải trả ngắn hạn,321,26,211.596.795.175,174.566.812.252,,321.0,26.0,211596795175.0,174566812252.0
I.,I.,I.,"11. Quỹ khen thưởng, phúc lợi",322,,652.398.099.667,539.417.009.210,,322.0,,652398099667.0,539417009210.0
II.,II.,II.,Nợ dài hạn,330,,763.945.324.646,492.617.960.249,,330.0,,763945324646.0,492617960249.0
II.,II.,II.,1. Doanh thu chưa thực hiện dài hạn,336,23,41.124.555.530,42.777.167.223,,336.0,23.0,41124555530.0,42777167223.0
II.,II.,II.,2. Phải trả dài hạn khác,337,24,38.492.884.032,92.105.961.472,,337.0,24.0,38492884032.0,92105961472.0
II.,II.,II.,3. Vay và nợ thuê tài chính dài hạn,338,27,677.796.913.413,349.769.099.942,,338.0,27.0,677796913413.0,349769099942.0
II.,II.,II.,4. Thuế thu nhập hoãn lại phải trả,341,,258.372.310,-,,341.0,,258372310.0,
II.,II.,II.,5. Dự phòng phải trả dài hạn,342,26,6.080.503.078,7.773.635.329,,342.0,26.0,6080503078.0,7773635329.0
II.,II.,II.,6. Quỹ phát triển khoa học và công nghệ,343,,192.096.283,192.096.283,,343.0,,192096283.0,192096283.0
