row_label_raw,row_label_full,STT,Họ Tên,Chức danh,Năm nay,numeric__Họ Tên,numeric__Chức danh,numeric__Năm nay
1.,1.,1.,Ông Nguyễn Văn Khoa,Tổng Giám đốc,3.520.000.000,,,3520000000.0
2.,2.,2.,Ông Nguyễn Thế Phương,Phó Tổng Giám đốc,2.750.000.000,,,2750000000.0
3.,3.,3.,Ông Hoàng Việt Anh,Phó Tổng Giám đốc,2.200.000.000,,,2200000000.0
4.,4.,4.,Ông Hoàng Hữu Chiến,Kế toán trường,1.540.000.000,,,1540000000.0
5.,5.,5.,Bà Bùi Nguyễn Phương Châu,Phụ trách Quản trị & Công bố thông tin,1.100.000.000,,,1100000000.0
