row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > VND Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,Số cuối năm > Giá trị,Số cuối năm > VND Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > VND Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > VND Số có khả năng trả nợ
Vay dài hạn,Vay dài hạn,Vay dài hạn,700.873.261.151,700.873.261.151,798.553.711.100,328.052.134.396,1.171.374.837.855,1.171.374.837.855,700873261151.0,700873261151.0,798553711100.0,328052134396.0,1171374837855.0,1171374837855.0
Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,2.999.447.979,2.999.447.979,1.701.445.724,1.753.793.420,2.947.100.283,2.947.100.283,2999447979.0,2999447979.0,1701445724.0,1753793420.0,2947100283.0,2947100283.0
Cộng,Cộng,Cộng,703.872.709.130,703.872.709.130,800.255.156.824,329.805.927.816,1.174.321.938.138,1.174.321.938.138,703872709130.0,703872709130.0,800255156824.0,329805927816.0,1174321938138.0,1174321938138.0
