row_label_raw,row_label_full,col_0,col_1,col_2,Số cuối năm > Giá gốc,Số cuối năm > Giá trị ghi số,Số đầu năm > Giá gốc,Số đầu năm > Giá trị ghi số,numeric__col_1,numeric__col_2,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị ghi số,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị ghi số
,,,,,VND,VND,VND,VND,,,,,,
a. Đầu tư nằm giữ đến ngày đáo hạn ngắn hạn,a. Đầu tư nằm giữ đến ngày đáo hạn ngắn hạn,a. Đầu tư nằm giữ đến ngày đáo hạn ngắn hạn,a. Đầu tư nằm giữ đến ngày đáo hạn ngắn hạn,a. Đầu tư nằm giữ đến ngày đáo hạn ngắn hạn,12.458.669.361.753,12.435.918.124.269,6.767.480.399.809,6.708.978.162.325,,,12458669361753.0,12435918124269.0,6767480399809.0,6708978162325.0
- Tiền gửi có kỳ hạn gốc trên 3 tháng và kỳ hạn còn lại không quá 12 tháng,- Tiền gửi có kỳ hạn gốc trên 3 tháng và kỳ hạn còn lại không quá 12 tháng,- Tiền gửi có kỳ hạn gốc trên 3 tháng và kỳ hạn còn lại không quá 12 tháng,- Tiền gửi có kỳ hạn gốc trên 3 tháng và kỳ hạn còn lại không quá 12 tháng,- Tiền gửi có kỳ hạn gốc trên 3 tháng và kỳ hạn còn lại không quá 12 tháng,12.423.394.309.977,12.423.394.309.977,6.701.205.348.033,6.701.205.348.033,,,12423394309977.0,12423394309977.0,6701205348033.0,6701205348033.0
- Các khoản đầu tư ngắn hạn khác,- Các khoản đầu tư ngắn hạn khác,- Các khoản đầu tư ngắn hạn khác,- Các khoản đầu tư ngắn hạn khác,- Các khoản đầu tư ngắn hạn khác,35.275.051.776,12.523.814.292,66.275.051.776,7.772.814.292,,,35275051776.0,12523814292.0,66275051776.0,7772814292.0
b. Đầu tư nằm giữ đến ngày đáo hạn dài hạn,b. Đầu tư nằm giữ đến ngày đáo hạn dài hạn,b. Đầu tư nằm giữ đến ngày đáo hạn dài hạn,b. Đầu tư nằm giữ đến ngày đáo hạn dài hạn,b. Đầu tư nằm giữ đến ngày đáo hạn dài hạn,200.000.000,200.000.000,-,-,,,200000000.0,200000000.0,,
- Tiền gửi có kỳ hạn còn lại trên 12 tháng,- Tiền gửi có kỳ hạn còn lại trên 12 tháng,- Tiền gửi có kỳ hạn còn lại trên 12 tháng,- Tiền gửi có kỳ hạn còn lại trên 12 tháng,- Tiền gửi có kỳ hạn còn lại trên 12 tháng,200.000.000,200.000.000,-,-,,,200000000.0,200000000.0,,
,,,,,Số cuối năm,Số cuối năm,Số đầu năm,Số đầu năm,,,,,,
,,,,,VND,VND,VND,VND,,,,,,
,,,,,Giá gốc,Dự phòng,Giá trị hợp lý,Giá trị hợp lý,,,,,,
c. Đầu tư góp vốn vào đơn vị khác,c. Đầu tư góp vốn vào đơn vị khác,c. Đầu tư góp vốn vào đơn vị khác,c. Đầu tư góp vốn vào đơn vị khác,903.457.236.286,(303.299.425.471),2.232.306.064.015,893.623.994.517,(309.784.634.600),,903457236286.0,-303299425471.0,2232306064015.0,893623994517.0,-309784634600.0
- Các khoản đầu tư khác (*),- Các khoản đầu tư khác (*),- Các khoản đầu tư khác (*),- Các khoản đầu tư khác (*),903.457.236.286,(303.299.425.471),2.232.306.064.015,893.623.994.517,(309.784.634.600),,903457236286.0,-303299425471.0,2232306064015.0,893623994517.0,-309784634600.0
