row_label_raw,row_label_full,TÀI SẢN,TÀI SẢN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,16.121.833.690.263,14.414.988.134.764,,200.0,,16121833690263.0,14414988134764.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,242.872.863.326,262.484.590.350,,210.0,,242872863326.0,262484590350.0
I.,I.,I.,1. Trả trước cho người bán dài hạn,212,,380.000.000,380.000.000,,212.0,,380000000.0,380000000.0
I.,I.,I.,2. Phải thu về cho vay dài hạn,215,,93.992.225.574,47.427.917.600,,215.0,,93992225574.0,47427917600.0
I.,I.,I.,3. Phải thu dài hạn khác,216,10,203.229.811.570,269.405.846.568,,216.0,10.0,203229811570.0,269405846568.0
I.,I.,I.,4. Dự phòng phải thu dài hạn khó đòi,219,11,(54.729.173.818),(54.729.173.818),,219.0,11.0,-54729173818.0,-54729173818.0
II.,II.,II.,Tài sản cố định,220,,8.317.822.707.614,7.492.167.954.088,,220.0,,8317822707614.0,7492167954088.0
II.,II.,II.,1. Tài sản cố định hữu hình,221,15,7.219.551.625.765,6.295.261.846.210,,221.0,15.0,7219551625765.0,6295261846210.0
II.,II.,II.,- Nguyên giá,222,,12.945.570.337.275,11.301.061.772.211,,222.0,,12945570337275.0,11301061772211.0
II.,II.,II.,- Giá trị hao mòn lũy kế,223,,(5.726.018.711.510),(5.005.799.926.001),,223.0,,-5726018711510.0,-5005799926001.0
II.,II.,II.,2. Tài sản cố định thuê tài chính,224,,2.902.077.617,2.845.085.816,,224.0,,2902077617.0,2845085816.0
II.,II.,II.,- Nguyên giá,225,,6.031.445.271,6.057.653.223,,225.0,,6031445271.0,6057653223.0
II.,II.,II.,- Giá trị hao mòn lũy kế,226,,(3.129.367.654),(3.212.567.407),,226.0,,-3129367654.0,-3212567407.0
II.,II.,II.,3. Tài sản cố định vô hình,227,16,1.095.369.004.232,1.194.061.022.062,,227.0,16.0,1095369004232.0,1194061022062.0
II.,II.,II.,- Nguyên giá,228,,2.036.967.631.495,1.973.814.359.687,,228.0,,2036967631495.0,1973814359687.0
II.,II.,II.,- Giá trị hao mòn lũy kế,229,,(941.598.627.263),(779.753.337.625),,229.0,,-941598627263.0,-779753337625.0
III.,III.,III.,Tài sản dở dang dài hạn,240,,2.373.393.296.565,1.650.470.873.492,,240.0,,2373393296565.0,1650470873492.0
III.,III.,III.,1. Chi phí xây dựng cơ bản dở dang,242,17,2.373.393.296.565,1.650.470.873.492,,242.0,17.0,2373393296565.0,1650470873492.0
IV.,IV.,IV.,Đầu tư tài chính dài hạn,250,,2.581.174.954.052,2.496.552.054.488,,250.0,,2581174954052.0,2496552054488.0
IV.,IV.,IV.,1. Đầu tư vào công ty liên kết,252,18,1.980.817.143.237,1.912.712.694.571,,252.0,18.0,1980817143237.0,1912712694571.0
IV.,IV.,IV.,2. Đầu tư góp vốn vào đơn vị khác,253,6,903.457.236.286,893.623.994.517,,253.0,6.0,903457236286.0,893623994517.0
IV.,IV.,IV.,3. Dự phòng đầu tư tài chính dài hạn,254,6,(303.299.425.471),(309.784.634.600),,254.0,6.0,-303299425471.0,-309784634600.0
IV.,IV.,IV.,4. Đầu tư nằm giữ đến ngày đáo hạn,255,6,200.000.000,-,,255.0,6.0,200000000.0,
V.,V.,V.,Tài sản dài hạn khác,260,,2.606.569.868.706,2.513.312.662.346,,260.0,,2606569868706.0,2513312662346.0
V.,V.,V.,1. Chi phí trả trước dài hạn,261,13,2.267.066.059.274,2.247.131.962.711,,261.0,13.0,2267066059274.0,2247131962711.0
V.,V.,V.,2. Tài sản thuế thu nhập hoãn lại,262,,139.469.584.405,40.251.284.363,,262.0,,139469584405.0,40251284363.0
V.,V.,V.,3. Lợi thế thương mại,269,19,200.034.225.027,225.929.415.272,,269.0,19.0,200034225027.0,225929415272.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,41.734.323.235.194,33.394.164.263.694,,270.0,,41734323235194.0,33394164263694.0
