row_label_raw,row_label_full,Hợp đồng dở dang tại ngày kết thúc niên độ kế toán:,Số cuối nămVND > Hợp đồng dở dang tại ngày kết thúc niên độ kế toán:,Số đầu nămVND > Hợp đồng dở dang tại ngày kết thúc niên độ kế toán:,numeric__Số cuối nămVND > Hợp đồng dở dang tại ngày kết thúc niên độ kế toán:,numeric__Số đầu nămVND > Hợp đồng dở dang tại ngày kết thúc niên độ kế toán:
Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,197.972.680.487,318.339.389.202,197972680487.0,318339389202.0
Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,(64.245.054.184),(39.251.428.042),-64245054184.0,-39251428042.0
,,,133.727.626.303,279.087.961.160,133727626303.0,279087961160.0
Chi phí hợp đồng xây dựng cộng lợi nhuận đã ghi nhận trừ các khoản lỗ đã ghi nhận lũy kế,Chi phí hợp đồng xây dựng cộng lợi nhuận đã ghi nhận trừ các khoản lỗ đã ghi nhận lũy kế,Chi phí hợp đồng xây dựng cộng lợi nhuận đã ghi nhận trừ các khoản lỗ đã ghi nhận lũy kế,2.521.907.054.965,2.564.822.594.802,2521907054965.0,2564822594802.0
Trừ: Số đã phát hành hóa đơn theo tiến độ,Trừ: Số đã phát hành hóa đơn theo tiến độ,Trừ: Số đã phát hành hóa đơn theo tiến độ,(2.388.179.428.662),(2.285.734.633.642),-2388179428662.0,-2285734633642.0
,,,133.727.626.303,279.087.961.160,133727626303.0,279087961160.0
