row_label_raw,row_label_full,col_0,Dự phòng bảo hành sản phẩm dài hạn,Dự phòng bảo lãnh cho các khoản cho sinh viên vay dài hạn,Tổng cộng,numeric__Dự phòng bảo hành sản phẩm dài hạn,numeric__Dự phòng bảo lãnh cho các khoản cho sinh viên vay dài hạn,numeric__Tổng cộng
,,,VND,VND,VND,,,
Số đầu năm,Số đầu năm,Số đầu năm,7.760.730.329,12.905.000,7.773.635.329,7760730329.0,12905000.0,7773635329.0
Trích lập dự phòng bổ sung trong năm,Trích lập dự phòng bổ sung trong năm,Trích lập dự phòng bổ sung trong năm,2.148.286.746,-,2.148.286.746,2148286746.0,,2148286746.0
Các khoản dự phòng đã sử dụng/hoàn nhập,Các khoản dự phòng đã sử dụng/hoàn nhập,Các khoản dự phòng đã sử dụng/hoàn nhập,(3.841.418.997),-,(3.841.418.997),-3841418997.0,,-3841418997.0
Số cuối năm,Số cuối năm,Số cuối năm,6.067.598.078,12.905.000,6.080.503.078,6067598078.0,12905000.0,6080503078.0
