row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,,
Phải thu theo tiến độ của hợp đồng dịch vụ bảo trì,a. Ngắn hạn > Phải thu theo tiến độ của hợp đồng dịch vụ bảo trì,Phải thu theo tiến độ của hợp đồng dịch vụ bảo trì,134.891.879.306,114.333.547.990,134891879306.0,114333547990.0
"Ký cược, ký quỹ","a. Ngắn hạn > Ký cược, ký quỹ","Ký cược, ký quỹ",29.452.090.857,33.709.978.901,29452090857.0,33709978901.0
Phải thu khác,a. Ngắn hạn > Phải thu khác,Phải thu khác,316.489.382.252,343.272.426.176,316489382252.0,343272426176.0
,,,480.833.352.415,491.315.953.067,480833352415.0,491315953067.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,,
"Ký cược, ký quỹ","b. Dài hạn > Ký cược, ký quỹ","Ký cược, ký quỹ",148.140.902.681,214.269.143.412,148140902681.0,214269143412.0
Phải thu khác,b. Dài hạn > Phải thu khác,Phải thu khác,55.088.908.889,55.136.703.156,55088908889.0,55136703156.0
,,,203.229.811.570,269.405.846.568,203229811570.0,269405846568.0
