row_label_raw,row_label_full,Chỉ tiêu > Số cuối năm,Công nghệ thông tin và viễn thông > Viễn thông > Số cuối năm,Công nghệ thông tin và viễn thông > Nội dung số > Số cuối năm,Công nghệ thông tin và viễn thông > Phần mềm xuất khẩu > Số cuối năm,"Công nghệ thông tin và viễn thông > Dịch vụ công nghệ thông tin, phần mềm và giải pháp phần mềm, tích hợp hệ thống > Số cuối năm",Đầu tư và giáo dục > Số cuối năm,Loại trừ hợp nhất > Số cuối năm,Tổng cộng > Số cuối năm,numeric__Công nghệ thông tin và viễn thông > Viễn thông > Số cuối năm,numeric__Công nghệ thông tin và viễn thông > Nội dung số > Số cuối năm,numeric__Công nghệ thông tin và viễn thông > Phần mềm xuất khẩu > Số cuối năm,"numeric__Công nghệ thông tin và viễn thông > Dịch vụ công nghệ thông tin, phần mềm và giải pháp phần mềm, tích hợp hệ thống > Số cuối năm",numeric__Đầu tư và giáo dục > Số cuối năm,numeric__Loại trừ hợp nhất > Số cuối năm,numeric__Tổng cộng > Số cuối năm
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,15.588.376,1.176.326,11.619.696,5.016.824,14.507.550,(6.174.449),41.734.323,15588376.0,1176326.0,11619696.0,5016824.0,14507550.0,-6174449.0,41734323.0
Nợ phải trả bộ phận,Nợ phải trả bộ phận,Nợ phải trả bộ phận,11.010.709,333.642,7.380.079,3.437.530,6.814.811,(5.848.115),23.128.656,11010709.0,333642.0,7380079.0,3437530.0,6814811.0,-5848115.0,23128656.0
Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,,,,,,,
Tài sản bộ phận,Số đầu năm > Tài sản bộ phận,Tài sản bộ phận,12.825.489,1.055.955,8.363.509,4.390.989,8.140.182,(1.381.960),33.394.164,12825489.0,1055955.0,8363509.0,4390989.0,8140182.0,-1381960.0,33394164.0
Nợ phải trả bộ phận,Số đầu năm > Nợ phải trả bộ phận,Nợ phải trả bộ phận,8.157.544,319.816,4.629.918,2.989.354,2.528.211,(2.029.968),16.594.875,8157544.0,319816.0,4629918.0,2989354.0,2528211.0,-2029968.0,16594875.0
