row_label_raw,row_label_full,STT,Họ Tên,Chức danh,Năm nay,numeric__Họ Tên,numeric__Chức danh,numeric__Năm nay
1,1,1,Ông Nguyễn Việt Thắng,Trường ban,588.000.000,,,588000000.0
2,2,2,Ông Nguyễn Khải Hoàn,Thành viên,303.600.000,,,303600000.0
3,3,3,Bà Nguyễn Thị Kim Anh,Thành viên,303.600.000,,,303600000.0
