row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Các khoản ủy thác đầu tư và cho vay,Các khoản ủy thác đầu tư và cho vay,Các khoản ủy thác đầu tư và cho vay,Các khoản ủy thác đầu tư và cho vay,Các khoản ủy thác đầu tư và cho vay,,
Công ty Cổ phần Quản lý Quỹ Đầu tư FPT,Các khoản ủy thác đầu tư và cho vay > Công ty Cổ phần Quản lý Quỹ Đầu tư FPT,Công ty Cổ phần Quản lý Quỹ Đầu tư FPT,41.366.081.776,72.366.081.776,41366081776.0,72366081776.0
Vốn góp,Vốn góp,Vốn góp,Vốn góp,Vốn góp,,
Công ty Cổ phần Synnex FPT,Vốn góp > Công ty Cổ phần Synnex FPT,Công ty Cổ phần Synnex FPT,398.500.000.000,398.500.000.000,398500000000.0,398500000000.0
Công ty Cổ phần Chứng khoán FPT,Vốn góp > Công ty Cổ phần Chứng khoán FPT,Công ty Cổ phần Chứng khoán FPT,110.000.000.000,110.000.000.000,110000000000.0,110000000000.0
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Vốn góp > Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,94.000.000.000,94.000.000.000,94000000000.0,94000000000.0
Công ty Cổ phần Quản lý Quỹ Đầu tư FPT,Vốn góp > Công ty Cổ phần Quản lý Quỹ Đầu tư FPT,Công ty Cổ phần Quản lý Quỹ Đầu tư FPT,27.500.000.000,27.500.000.000,27500000000.0,27500000000.0
Công ty Cổ phần Công nghệ HOMA,Vốn góp > Công ty Cổ phần Công nghệ HOMA,Công ty Cổ phần Công nghệ HOMA,47.000.000.000,47.000.000.000,47000000000.0,47000000000.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,,
Phải trả qua tài khoản tập trung,Phải trả qua tài khoản tập trung,Phải trả qua tài khoản tập trung,Phải trả qua tài khoản tập trung,Phải trả qua tài khoản tập trung,,
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Phải trả qua tài khoản tập trung > Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,1.526.452.162,2.993.176.666,1526452162.0,2993176666.0
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,,
Công ty Cổ phần Synnex FPT,Phải trả người bán ngắn hạn > Công ty Cổ phần Synnex FPT,Công ty Cổ phần Synnex FPT,136.459.087.719,98.861.271.404,136459087719.0,98861271404.0
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Vay ngắn hạn > Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,845.000.000.000,220.000.000.000,845000000000.0,220000000000.0
