row_label_raw,row_label_full,CHÌ TIÊU,Mã số,Năm nay,Năm trước,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
- (Tăng)/Giảm hàng tồn kho,2. Điều chỉnh cho các khoản: > - (Tăng)/Giảm hàng tồn kho,- (Tăng)/Giảm hàng tồn kho,10,(55.124.600.922),256.058.829.417,10.0,-55124600922.0,256058829417.0
"- Tăng các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","2. Điều chỉnh cho các khoản: > - Tăng các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","- Tăng các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,1.060.519.849.887,305.737.668.001,11.0,1060519849887.0,305737668001.0
- Giảm/(Tăng) chi phí trả trước,2. Điều chỉnh cho các khoản: > - Giảm/(Tăng) chi phí trả trước,- Giảm/(Tăng) chi phí trả trước,12,51.528.448.148,(686.544.368.251),12.0,51528448148.0,-686544368251.0
- Tiền lãi vay đã trả,2. Điều chỉnh cho các khoản: > - Tiền lãi vay đã trả,- Tiền lãi vay đã trả,14,(401.913.784.732),(338.497.048.207),14.0,-401913784732.0,-338497048207.0
- Thuế thu nhập doanh nghiệp đã nộp,2. Điều chỉnh cho các khoản: > - Thuế thu nhập doanh nghiệp đã nộp,- Thuế thu nhập doanh nghiệp đã nộp,15,(778.286.928.782),(638.639.276.041),15.0,-778286928782.0,-638639276041.0
- Tiền thu khác từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > - Tiền thu khác từ hoạt động kinh doanh,- Tiền thu khác từ hoạt động kinh doanh,16,-,1.946.436.785,16.0,,1946436785.0
- Tiền chi khác cho hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > - Tiền chi khác cho hoạt động kinh doanh,- Tiền chi khác cho hoạt động kinh doanh,17,(258.863.848.216),(292.110.600.306),17.0,-258863848216.0,-292110600306.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,6.339.679.033.336,3.898.749.985.785,20.0,6339679033336.0,3898749985785.0
II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"1. Tiền chi mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác","II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 1. Tiền chi mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác","1. Tiền chi mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",21,(3.017.645.357.713),(3.233.069.745.365),21.0,-3017645357713.0,-3233069745365.0
"2. Tiền thu thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác","II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 2. Tiền thu thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác","2. Tiền thu thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",22,3.323.070.810,2.251.555.566,22.0,3323070810.0,2251555566.0
"3. Tiền thu/(chi) cho vay, bán lại công cụ nợ của đơn vị khác","II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 3. Tiền thu/(chi) cho vay, bán lại công cụ nợ của đơn vị khác","3. Tiền thu/(chi) cho vay, bán lại công cụ nợ của đơn vị khác","23, 24",(5.954.091.321.739),(1.206.873.685.745),,-5954091321739.0,-1206873685745.0
4. Tiền chi đầu tư góp vốn vào đơn vị khác,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 4. Tiền chi đầu tư góp vốn vào đơn vị khác,4. Tiền chi đầu tư góp vốn vào đơn vị khác,25,(101.172.751.758),(109.971.962.499),25.0,-101172751758.0,-109971962499.0
5. Tiền thu hồi đầu tư vốn vào đơn vị khác,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 5. Tiền thu hồi đầu tư vốn vào đơn vị khác,5. Tiền thu hồi đầu tư vốn vào đơn vị khác,26,31.000.000.000,120.174.850.275,26.0,31000000000.0,120174850275.0
"6. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 6. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","6. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,894.462.073.316,582.420.492.806,27.0,894462073316.0,582420492806.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(8.144.124.287.084),(3.845.068.494.962),30.0,-8144124287084.0,-3845068494962.0
