row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Giao dịch,Số cuối năm,VND Số đầu năm,numeric__Mối quan hệ,numeric__Giao dịch,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu cho vay ngắn hạn,Phải thu cho vay ngắn hạn,Phải thu cho vay ngắn hạn,Phải thu cho vay ngắn hạn,Phải thu cho vay ngắn hạn,Phải thu cho vay ngắn hạn,Phải thu cho vay ngắn hạn,,,,
Công ty Cổ phần Thế Giới Di Động,Phải thu cho vay ngắn hạn > Công ty Cổ phần Thế Giới Di Động,Công ty Cổ phần Thế Giới Di Động,Công ty con,Cho vay,2.165.234.807.920,331.881.041.538,,,2165234807920.0,331881041538.0
Công ty TNHH MTV Công nghệ Thông tin Thế Giới Di Động,Phải thu cho vay ngắn hạn > Công ty TNHH MTV Công nghệ Thông tin Thế Giới Di Động,Công ty TNHH MTV Công nghệ Thông tin Thế Giới Di Động,Công ty con,Cho vay,100.950.000.000,-,,,100950000000.0,
Công ty Cổ phần Thương mại Bách Hóa Xanh,Phải thu cho vay ngắn hạn > Công ty Cổ phần Thương mại Bách Hóa Xanh,Công ty Cổ phần Thương mại Bách Hóa Xanh,Công ty con,Cho vay,-,60.000.000.000,,,,60000000000.0
,,,,,2.266.184.807.920,391.881.041.538,,,2266184807920.0,391881041538.0
