row_label_raw,row_label_full,Mã số NGUỒN VỐN,Mã số NGUỒN VỐN_1,Thuyết minh,31/12/2016 > VND,01/01/2016 > VND,numeric__Mã số NGUỒN VỐN_1,numeric__Thuyết minh,numeric__31/12/2016 > VND,numeric__01/01/2016 > VND
300,300,300,C. NỘ PHẢI TRẢ,,4.822.802.024.356,4.881.830.676.276,,,4822802024356.0,4881830676276.0
310,310,310,I. Nợ ngắn hạn,,3.063.466.080.417,3.056.929.260.428,,,3063466080417.0,3056929260428.0
311,311,311,1. Phải trả người bán ngắn hạn,19,104.767.545.926,68.273.624.946,,19.0,104767545926.0,68273624946.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,20,317.429.291.108,497.759.042.272,,20.0,317429291108.0,497759042272.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,21,155.988.036.789,152.276.978.352,,21.0,155988036789.0,152276978352.0
314,314,314,4. Phải trả người lao động,,12.156.187.625,12.632.387.456,,,12156187625.0,12632387456.0
315,315,315,5. Chi phí phải trả ngắn hạn,22,608.548.158.102,294.656.902.363,,22.0,608548158102.0,294656902363.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,24,10.793.649.807,14.526.538.226,,24.0,10793649807.0,14526538226.0
319,319,319,7. Phải trả ngắn hạn khác,23,833.300.889.876,1.004.346.429.725,,23.0,833300889876.0,1004346429725.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,18,1.016.343.157.332,1.006.484.456.582,,18.0,1016343157332.0,1006484456582.0
322,322,322,9. Quỹ khen thưởng phúc lợi,,4.139.163.852,5.972.900.506,,,4139163852.0,5972900506.0
330,330,330,II. Nợ dài hạn,,1.759.335.943.939,1.824.901.415.848,,,1759335943939.0,1824901415848.0
332,332,332,1. Người mua trả tiền trước dài hạn,20,101.672.849.093,101.672.849.093,,20.0,101672849093.0,101672849093.0
336,336,336,2. Doanh thu chưa thực hiện dài hạn,24,313.886.467.075,322.733.574.011,,24.0,313886467075.0,322733574011.0
337,337,337,3. Phải trả dài hạn khác,23,884.055.815.020,750.692.963.040,,23.0,884055815020.0,750692963040.0
338,338,338,4. Vay và nợ thuê tài chính dài hạn,18,361.403.449.503,575.477.972.129,,18.0,361403449503.0,575477972129.0
341,341,341,5. Thuế thu nhập hoãn lại phải trả,,98.317.363.248,73.433.394.738,,,98317363248.0,73433394738.0
342,342,342,6. Dự phòng phải trả dài hạn,,-,890.662.837,,,,890662837.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,1.198.194.960.575,2.038.278.815.139,,,1198194960575.0,2038278815139.0
410,410,410,I. Vốn chủ sở hữu,25,1.198.194.960.575,2.038.278.815.139,,25.0,1198194960575.0,2038278815139.0
411,411,411,1. Vốn góp của chủ sở hữu,,3.000.000.000.000,3.000.000.000.000,,,3000000000000.0,3000000000000.0
411a,411a,411a,Cổ phiếu phố thông có quyền biểu quyết,,3.000.000.000.000,3.000.000.000.000,,,3000000000000.0,3000000000000.0
414,414,414,2. Vốn khác của chủ sở hữu,,1.286.825.482,1.286.825.482,,,1286825482.0,1286825482.0
415,415,415,3. Cổ phiếu quỹ,,(10.000),(10.000),,,-10000.0,-10000.0
418,418,418,4. Quỹ đầu tư phát triển,,109.857.049.800,108.373.203.002,,,109857049800.0,108373203002.0
420,420,420,5. Quỹ khác thuộc vốn chủ sở hữu,,14.345.072.839,14.345.072.839,,,14345072839.0,14345072839.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,,(2.479.737.620.049),(1.780.182.221.203),,,-2479737620049.0,-1780182221203.0
421a,421a,421a,LNST chưa phân phối lũy kế đến cuối năm trước,,(1.751.690.359.642),(2.401.444.291.902),,,-1751690359642.0,-2401444291902.0
421b,421b,421b,LNST chưa phân phối năm nay,,(728.047.260.407),621.262.070.699,,,-728047260407.0,621262070699.0
429,429,429,7. Lợi ích cổ đông không kiểm soát,,552.443.642.503,694.455.945.019,,,552443642503.0,694455945019.0
