row_label_raw,row_label_full,col_0,31/12/2016 > Giá trịVND,31/12/2016 > Số có khả năngtrả nợVND,01/01/2016 > Giá trịVND,01/01/2016 > Số có khả năngtrả nợVND,numeric__31/12/2016 > Giá trịVND,numeric__31/12/2016 > Số có khả năngtrả nợVND,numeric__01/01/2016 > Giá trịVND,numeric__01/01/2016 > Số có khả năngtrả nợVND
a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,,,,
- Công ty Cổ phần ThốngNhất 508,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần ThốngNhất 508,- Công ty Cổ phần ThốngNhất 508,2.239.847.346,2.239.847.346,2.239.847.346,2.239.847.346,2239847346.0,2239847346.0,2239847346.0,2239847346.0
- Công ty Cổ phần Đầu tưvà Xây dựng Sông Đà,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Đầu tưvà Xây dựng Sông Đà,- Công ty Cổ phần Đầu tưvà Xây dựng Sông Đà,5.346.065.332,5.346.065.332,4.924.836.532,4.924.836.532,5346065332.0,5346065332.0,4924836532.0,4924836532.0
- Công ty Cổ phần Côngnghiệp lạnh Hưng Trí,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Côngnghiệp lạnh Hưng Trí,- Công ty Cổ phần Côngnghiệp lạnh Hưng Trí,3.416.080.510,3.416.080.510,3.616.080.510,3.616.080.510,3416080510.0,3416080510.0,3616080510.0,3616080510.0
- Công ty Cổ phần Xâydựng và Đầu tư Thươngmại Việt Hàn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Xâydựng và Đầu tư Thươngmại Việt Hàn,- Công ty Cổ phần Xâydựng và Đầu tư Thươngmại Việt Hàn,3.491.992.749,3.491.992.749,5.041.992.749,5.041.992.749,3491992749.0,3491992749.0,5041992749.0,5041992749.0
- Công ty TNHH Bê Tổngvà Xây dựng Minh Đức,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Bê Tổngvà Xây dựng Minh Đức,- Công ty TNHH Bê Tổngvà Xây dựng Minh Đức,1.998.173.220,1.998.173.220,1.998.173.220,1.998.173.220,1998173220.0,1998173220.0,1998173220.0,1998173220.0
- Công ty TNHH VNT,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH VNT,- Công ty TNHH VNT,1.849.806.891,1.849.806.891,1.849.806.891,1.849.806.891,1849806891.0,1849806891.0,1849806891.0,1849806891.0
- Tổng Công ty Đầu tư pháttriển hạ tầng đô thị UDIC,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Tổng Công ty Đầu tư pháttriển hạ tầng đô thị UDIC,- Tổng Công ty Đầu tư pháttriển hạ tầng đô thị UDIC,2.140.680.171,2.140.680.171,4.612.398.505,4.612.398.505,2140680171.0,2140680171.0,4612398505.0,4612398505.0
- Công ty Cổ phần Đầu turvà Thương mại Vneco HàNội,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Đầu turvà Thương mại Vneco HàNội,- Công ty Cổ phần Đầu turvà Thương mại Vneco HàNội,42.201.357.378,42.201.357.378,-,-,42201357378.0,42201357378.0,,
- Phải trả các đối tượng khác,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Phải trả các đối tượng khác,- Phải trả các đối tượng khác,42.083.542.329,42.083.542.329,43.990.489.193,43.990.489.193,42083542329.0,42083542329.0,43990489193.0,43990489193.0
,,,104.767.545.926,104.767.545.926,68.273.624.946,68.273.624.946,104767545926.0,104767545926.0,68273624946.0,68273624946.0
