row_label_raw,row_label_full,col_0,31/12/2016,01/01/2016,numeric__31/12/2016,numeric__01/01/2016
,,,VND,VND,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,461.731.529.235,546.255.455.479,461731529235.0,546255455479.0
- Công ty Cổ phần Đầu tư và Xây dựng Sông Đà (1),- Công ty Cổ phần Đầu tư và Xây dựng Sông Đà (1),- Công ty Cổ phần Đầu tư và Xây dựng Sông Đà (1),181.608.284.269,182.115.284.269,181608284269.0,182115284269.0
- Công ty Cổ phần Đầu tư Thành An (2),- Công ty Cổ phần Đầu tư Thành An (2),- Công ty Cổ phần Đầu tư Thành An (2),144.000.000.000,144.000.000.000,144000000000.0,144000000000.0
- Công ty Cổ phần Đầu tư và Thương mại Vneco Hà Nội,- Công ty Cổ phần Đầu tư và Thương mại Vneco Hà Nội,- Công ty Cổ phần Đầu tư và Thương mại Vneco Hà Nội,-,83.529.709.010,,83529709010.0
- Công ty TNHH MTV Du lịch và Xúc tiến Đầu tư Viptour (3),- Công ty TNHH MTV Du lịch và Xúc tiến Đầu tư Viptour (3),- Công ty TNHH MTV Du lịch và Xúc tiến Đầu tư Viptour (3),40.600.000.000,40.600.000.000,40600000000.0,40600000000.0
- Các đối tượng khác,- Các đối tượng khác,- Các đối tượng khác,95.523.244.966,96.010.462.200,95523244966.0,96010462200.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,1.175.338.378.374,1.181.459.728.374,1175338378374.0,1181459728374.0
- Công ty TNHH VNT (4),- Công ty TNHH VNT (4),- Công ty TNHH VNT (4),528.016.082.500,528.016.082.500,528016082500.0,528016082500.0
- Công ty Cổ phần SSG Văn Thánh (5),- Công ty Cổ phần SSG Văn Thánh (5),- Công ty Cổ phần SSG Văn Thánh (5),198.226.211.840,198.226.211.840,198226211840.0,198226211840.0
- Công ty Cổ phần Đầu tư Tư vấn tài chính Liên Việt (6),- Công ty Cổ phần Đầu tư Tư vấn tài chính Liên Việt (6),- Công ty Cổ phần Đầu tư Tư vấn tài chính Liên Việt (6),145.000.000.000,145.000.000.000,145000000000.0,145000000000.0
- Ngân hàng Thương mại TNHH MTV Đại Dương (7),- Ngân hàng Thương mại TNHH MTV Đại Dương (7),- Ngân hàng Thương mại TNHH MTV Đại Dương (7),86.488.444.173,86.488.444.173,86488444173.0,86488444173.0
- Công ty Cổ phần Đầu tư và Xây dựng Bảo Minh (8),- Công ty Cổ phần Đầu tư và Xây dựng Bảo Minh (8),- Công ty Cổ phần Đầu tư và Xây dựng Bảo Minh (8),66.000.000.000,66.000.000.000,66000000000.0,66000000000.0
- Công ty Cổ phần Licogi 19 (9),- Công ty Cổ phần Licogi 19 (9),- Công ty Cổ phần Licogi 19 (9),57.000.000.000,57.000.000.000,57000000000.0,57000000000.0
- Công ty Cổ phần Đầu tư Phát triển Gia Định (10),- Công ty Cổ phần Đầu tư Phát triển Gia Định (10),- Công ty Cổ phần Đầu tư Phát triển Gia Định (10),49.083.247.680,49.083.247.680,49083247680.0,49083247680.0
- Công ty Cổ phần Kinh doanh dịch vụ cao cấp Đầu khí Việt Nam (11),- Công ty Cổ phần Kinh doanh dịch vụ cao cấp Đầu khí Việt Nam (11),- Công ty Cổ phần Kinh doanh dịch vụ cao cấp Đầu khí Việt Nam (11),41.222.392.181,41.222.392.181,41222392181.0,41222392181.0
- Bộ tư lệnh Bộ đội Biên phòng,- Bộ tư lệnh Bộ đội Biên phòng,- Bộ tư lệnh Bộ đội Biên phòng,-,6.121.350.000,,6121350000.0
- Dự án chợ Nhật Tân (12),- Dự án chợ Nhật Tân (12),- Dự án chợ Nhật Tân (12),4.302.000.000,4.302.000.000,4302000000.0,4302000000.0
,,,1.637.069.907.609,1.727.715.183.853,1637069907609.0,1727715183853.0
