row_label_raw,row_label_full,Mã số CHỈ TIÊU,Mã số CHỈ TIÊU_1,Thuyết minh,Năm 2016 > VND,Năm 2015 > VND,numeric__Mã số CHỈ TIÊU_1,numeric__Thuyết minh,numeric__Năm 2016 > VND,numeric__Năm 2015 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,27,1.171.610.571.428,930.416.319.516,,27.0,1171610571428.0,930416319516.0
02,02,02,2. Các khoản giảm trừ doanh thu,28,836.641.404,703.611.322,,28.0,836641404.0,703611322.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,29,1.170.773.930.024,929.712.708.194,,29.0,1170773930024.0,929712708194.0
11,11,11,4. Giá vốn hàng bán,30,691.044.393.924,517.482.032.681,,30.0,691044393924.0,517482032681.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,479.729.536.100,412.230.675.513,,,479729536100.0,412230675513.0
21,21,21,6. Doanh thu hoạt động tài chính,31,56.216.010.492,1.821.394.583.489,,31.0,56216010492.0,1821394583489.0
22,22,22,7. Chi phí tài chính,32,191.034.096.752,182.743.018.133,,32.0,191034096752.0,182743018133.0
23,23,23,- Trong đó: Chi phí lãi vay,,165.238.552.206,163.189.828.290,,,165238552206.0,163189828290.0
24,24,24,"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",,(71.236.764.340),(18.208.705.539),,,-71236764340.0,-18208705539.0
25,25,25,9. Chi phí bán hàng,33,130.126.440.229,116.734.662.836,,33.0,130126440229.0,116734662836.0
26,26,26,10. Chi phí quản lý doanh nghiệp,34,854.743.167.650,1.124.768.847.016,,34.0,854743167650.0,1124768847016.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,(711.194.922.379),791.170.025.478,,,-711194922379.0,791170025478.0
31,31,31,12. Thu nhập khác,,8.226.762.176,18.947.586.419,,,8226762176.0,18947586419.0
32,32,32,13. Chi phí khác,35,27.843.826.399,83.959.735.741,,35.0,27843826399.0,83959735741.0
40,40,40,14. Lợi nhuận khác,,(19.617.064.223),(65.012.149.322),,,-19617064223.0,-65012149322.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,(730.811.986.602),726.157.876.156,,,-730811986602.0,726157876156.0
51,51,51,16. Chi phí thuế TNDN hiện hành,36,34.394.252.991,44.625.916.660,,36.0,34394252991.0,44625916660.0
52,52,52,17. Chi phí thuế TNDN hoãn lại,,29.069.594.201,344.739.945,,,29069594201.0,344739945.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,(794.275.833.794),681.187.219.551,,,-794275833794.0,681187219551.0
61,61,61,19. Lợi nhuận sau thuế của Công ty mẹ,,(727.935.542.545),621.262.070.699,,,-727935542545.0,621262070699.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,(66.340.291.249),59.925.148.852,,,-66340291249.0,59925148852.0
