row_label_raw,row_label_full,Mã số TÀI SẢN,Mã số TÀI SẢN_1,Thuyết minh,31/12/2016 > VND,01/01/2016 > VND,numeric__Mã số TÀI SẢN_1,numeric__Thuyết minh,numeric__31/12/2016 > VND,numeric__01/01/2016 > VND
100,100,100,A. TÀI SẢN NGẮN HẠN,,2.553.228.757.737,3.094.494.447.121,,,2553228757737.0,3094494447121.0
110,110,110,I. Tiền và các khoản tương đương tiền,3,203.703.576.015,239.450.141.907,,3.0,203703576015.0,239450141907.0
111,111,111,1. Tiền,,79.280.151.084,140.352.259.964,,,79280151084.0,140352259964.0
112,112,112,2. Các khoản tương đương tiền,,124.423.424.931,99.097.881.943,,,124423424931.0,99097881943.0
120,120,120,II. Các khoản đầu tư tài chính ngắn hạn,4,31.823.998.200,117.171.913.956,,4.0,31823998200.0,117171913956.0
121,121,121,1. Chứng khoán kinh doanh,,53.998.597.559,146.517.527.759,,,53998597559.0,146517527759.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,,(38.324.599.359),(33.786.169.359),,,-38324599359.0,-33786169359.0
123,123,123,3. Đầu tư nắm giữ đến ngày đáo hạn,,16.150.000.000,4.440.555.556,,,16150000000.0,4440555556.0
130,130,130,III. Các khoản phải thu ngắn hạn,,2.001.659.961.465,2.461.124.809.228,,,2001659961465.0,2461124809228.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,172.731.961.127,213.399.550.922,,5.0,172731961127.0,213399550922.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6,461.731.529.235,546.255.455.479,,6.0,461731529235.0,546255455479.0
135,135,135,3. Phải thu về cho vay ngắn hạn,7,1.519.333.804.339,1.524.393.804.339,,7.0,1519333804339.0,1524393804339.0
136,136,136,4. Phải thu ngắn hạn khác,8,2.585.189.975.991,2.532.032.192.565,,8.0,2585189975991.0,2532032192565.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,10,(2.744.652.232.158),(2.359.051.309.555),,10.0,-2744652232158.0,-2359051309555.0
139,139,139,6. Tài sản thiếu chờ xử lý,9,7.324.922.931,4.095.115.478,,9.0,7324922931.0,4095115478.0
140,140,140,IV. Hàng tồn kho,11,286.458.970.008,247.583.476.531,,11.0,286458970008.0,247583476531.0
141,141,141,1. Hàng tồn kho,,286.458.970.008,247.583.476.531,,,286458970008.0,247583476531.0
150,150,150,V. Tài sản ngắn hạn khác,,29.582.252.049,29.164.105.499,,,29582252049.0,29164105499.0
151,151,151,1. Chi phí trả trước ngắn hạn,16,8.484.858.783,4.296.545.597,,16.0,8484858783.0,4296545597.0
152,152,152,2. Thuế GTGT được khấu trừ,,9.883.151.732,15.545.761.607,,,9883151732.0,15545761607.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,21,11.214.241.534,9.321.798.295,,21.0,11214241534.0,9321798295.0
