row_label_raw,row_label_full,Tên công ty,Địa chỉ,Tỷ lệ lợi ích(%),Tỷ lệ biểu quyết(%),Hoạt động kinh doanh chính,numeric__Địa chỉ,numeric__Tỷ lệ lợi ích(%),numeric__Tỷ lệ biểu quyết(%),numeric__Hoạt động kinh doanh chính
Công ty Cổ phần Khách sạn và Dịch vụ Đại Dương (*),Công ty Cổ phần Khách sạn và Dịch vụ Đại Dương (*),Công ty Cổ phần Khách sạn và Dịch vụ Đại Dương (*),Hải Dương,"55,53","55,53",Kinh doanh khách sạn,,55.53,55.53,
Công ty Cổ phần Đầu tư Đại Dương Thắng Long,Công ty Cổ phần Đầu tư Đại Dương Thắng Long,Công ty Cổ phần Đầu tư Đại Dương Thắng Long,Hà Nội,"94,00","99,99","Xây dựng, kinh doanh bất động sản",,94.0,99.99,
Công ty Cổ phần Fafim Việt Nam (**),Công ty Cổ phần Fafim Việt Nam (**),Công ty Cổ phần Fafim Việt Nam (**),Hà Nội,"50,19","50,19",Kinh doanh chiếu phim,,50.19,50.19,
Công ty Cổ phần Phát triển Tài nguyên Thiên nhiên Đại Dương,Công ty Cổ phần Phát triển Tài nguyên Thiên nhiên Đại Dương,Công ty Cổ phần Phát triển Tài nguyên Thiên nhiên Đại Dương,Hà Nội,"69,00","69,00","Trồng rừng, chăm sóc rừng, khai thác gỗ, sản xuất đồ gỗ",,69.0,69.0,
Công ty Cổ phần Sản giao dịch hàng hóa INFO,Công ty Cổ phần Sản giao dịch hàng hóa INFO,Công ty Cổ phần Sản giao dịch hàng hóa INFO,Hà Nội,"85,00","85,00",Sản giao dịch hàng hóa,,85.0,85.0,
Công ty TNHH Đầu tư kinh doanh Bất động sản TKD Việt Nam (***),Công ty TNHH Đầu tư kinh doanh Bất động sản TKD Việt Nam (***),Công ty TNHH Đầu tư kinh doanh Bất động sản TKD Việt Nam (***),Hà Nội,"98,70","98,70",Kinh doanh bất động sản,,98.7,98.7,
Công ty Cổ phần Công nghệ Xố số Đại Dương (****),Công ty Cổ phần Công nghệ Xố số Đại Dương (****),Công ty Cổ phần Công nghệ Xố số Đại Dương (****),Hà Nội,,Đang thực hiện thủ tục giải thể,Đang thực hiện thủ tục giải thể,,,,
