row_label_raw,row_label_full,Tên công ty,Địa chỉ,Tỷ lệ lợi ích(%),Tỷ lệ biểu quyết(%),Hoạt động kinh doanh chính,numeric__Địa chỉ,numeric__Tỷ lệ lợi ích(%),numeric__Tỷ lệ biểu quyết(%),numeric__Hoạt động kinh doanh chính
Công ty Cổ phần Đầu tư BOT Hà Nội - Bắc Giang,Công ty Cổ phần Đầu tư BOT Hà Nội - Bắc Giang,Công ty Cổ phần Đầu tư BOT Hà Nội - Bắc Giang,Bắc Ninh,"21,00","21,00",Xây dựng công trình đường sắt,,21.0,21.0,
Công ty Cổ phần chứng khoán Đại Dương,Công ty Cổ phần chứng khoán Đại Dương,Công ty Cổ phần chứng khoán Đại Dương,Hà Nội,"37,50","37,50",Kinh doanh chứng khoán,,37.5,37.5,
