row_label_raw,row_label_full,c) Đầu tư góp vốn vào công ty liên kết,31/12/2016 > Tỷ lệ lợi ích%,31/12/2016 > Tỷ lệ quyền biểu quyết%,31/12/2016 > Giá trị ghi sốVND,01/01/2016 > Tỷ lệ lợi ích%,01/01/2016 > Tỷ lệ quyền biểu quyết%,01/01/2016 > Giá trị ghi sốVND,numeric__31/12/2016 > Tỷ lệ lợi ích%,numeric__31/12/2016 > Tỷ lệ quyền biểu quyết%,numeric__31/12/2016 > Giá trị ghi sốVND,numeric__01/01/2016 > Tỷ lệ lợi ích%,numeric__01/01/2016 > Tỷ lệ quyền biểu quyết%,numeric__01/01/2016 > Giá trị ghi sốVND
Công ty Cổ phần Chứng khoán Đại Dương,Công ty Cổ phần Chứng khoán Đại Dương,Công ty Cổ phần Chứng khoán Đại Dương,"37,5","37,5",147.950.403.882,"37,5","37,5",215.150.387.586,37.5,37.5,147950403882.0,37.5,37.5,215150387586.0
Công ty Cổ phần Đầu tư BOT Hà Nội - Bắc Giang,Công ty Cổ phần Đầu tư BOT Hà Nội - Bắc Giang,Công ty Cổ phần Đầu tư BOT Hà Nội - Bắc Giang,"21,0","21,0",100.191.219.364,"21,0","21,0",104.228.000.000,21.0,21.0,100191219364.0,21.0,21.0,104228000000.0
,,,,,248.141.623.246,,,319.378.387.586,,,248141623246.0,,,319378387586.0
