row_label_raw,row_label_full,v),Phải trả người bán ngắn hạn (Thuyết minh 10),31/12/2022VND,31/12/2021VND,numeric__Phải trả người bán ngắn hạn (Thuyết minh 10),numeric__31/12/2022VND,numeric__31/12/2021VND
v),v),v),Công ty TNHH Giáo dục FPT,513.690.707.202,459.551.440.113,,513690707202.0,459551440113.0
v),v),v),Công ty TNHH Hệ thống Thông tin FPT,38.792.356.686,29.366.848.191,,38792356686.0,29366848191.0
v),v),v),Công ty TNHH Phần mềm FPT,12.505.334.156,6.069.641.380,,12505334156.0,6069641380.0
v),v),v),Công ty TNHH Đầu tư FPT,1.595.000.000,1.595.000.000,,1595000000.0,1595000000.0
v),v),v),Công ty Cổ phần Dịch vụ Trực tuyến FPT,1.166.670.000,951.598.450,,1166670000.0,951598450.0
v),v),v),Công ty TNHH FPT Smart Cloud,1.048.526.173,48.193.006,,1048526173.0,48193006.0
v),v),v),Công ty Cổ phần Viễn thông FPT,365.674.125,3.055.164.472,,365674125.0,3055164472.0
v),v),v),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,113.904.364,158.880.265,,113904364.0,158880265.0
v),v),v),Công ty Cổ phần Synnex FPT,-,33.200.002,,,33200002.0
,,,,569.278.172.706,500.829.965.879,,569278172706.0,500829965879.0
vi),vi),vi),Phải trả ngắn hạn khác (Thuyết minh 13),,,,,
vi),vi) > vi),vi),Công ty TNHH Hệ thống Thông tin FPT,379.038.254.459,143.766.111.625,,379038254459.0,143766111625.0
vi),vi) > vi),vi),Công ty TNHH Phần mềm FPT,86.333.485.219,39.133.446.617,,86333485219.0,39133446617.0
vi),vi) > vi),vi),Công ty TNHH Giáo dục FPT,9.867.181.999,2.739.028.337,,9867181999.0,2739028337.0
vi),vi) > vi),vi),Công ty TNHH FPT Digital,2.614.525.512,369.124.800,,2614525512.0,369124800.0
vi),vi) > vi),vi),Công ty TNHH Đầu tư FPT,460.821.571,1.499.385.154,,460821571.0,1499385154.0
vi),vi) > vi),vi),Công ty Cổ phần Viễn Thông FPT,362.640.459,28.041.134,,362640459.0,28041134.0
vi),vi) > vi),vi),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,67.869.895,270.752.646,,67869895.0,270752646.0
,,,,478.744.779.114,187.805.890.313,,478744779114.0,187805890313.0
vii),vii),vii),Vay ngắn hạn (Thuyết minh 14),,,,,
vii),vii) > vii),vii),Công ty TNHH Giáo dục FPT,2.171.000.000.000,810.000.000.000,,2171000000000.0,810000000000.0
vii),vii) > vii),vii),Công ty TNHH Hệ thống Thông tin FPT,1.320.000.000.000,1.930.000.000.000,,1320000000000.0,1930000000000.0
vii),vii) > vii),vii),Công ty TNHH Phần mềm FPT,484.000.000.000,346.000.000.000,,484000000000.0,346000000000.0
vii),vii) > vii),vii),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,40.000.000.000,1.520.000.000.000,,40000000000.0,1520000000000.0
vii),vii) > vii),vii),Công ty TNHH FPT Digital,10.000.000.000,42.000.000.000,,10000000000.0,42000000000.0
,,,,4.025.000.000.000,4.648.000.000.000,,4025000000000.0,4648000000000.0
