row_label_raw,row_label_full,Công ty TNHH Đầu tư FPT,114.800.000.000,223.000.000.000,numeric__114.800.000.000,numeric__223.000.000.000
Công ty TNHH FPT Smart Cloud,Công ty TNHH FPT Smart Cloud,Công ty TNHH FPT Smart Cloud,100.000.000.000,-,100000000000.0,
Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,-,171.825.000.000,,171825000000.0
