row_label_raw,row_label_full,1,Ông Nguyễn Văn Khoa,Tổng Giám đốc,4.160.000.000,3.776.000.000,numeric__Ông Nguyễn Văn Khoa,numeric__Tổng Giám đốc,numeric__4.160.000.000,numeric__3.776.000.000
2,2,2,Ông Nguyễn Thế Phương,Phó Tổng Giám đốc,3.250.000.000,3.000.000.000,,,3250000000.0,3000000000.0
3,3,3,Ông Hoàng Việt Anh,Phó Tổng Giám đốc,2.600.000.000,2.400.000.000,,,2600000000.0,2400000000.0
4,4,4,Ông Hoàng Hữu Chiến,Kế toán trưởng,1.820.000.000,1.680.000.000,,,1820000000.0,1680000000.0
5,5,5,Bà Mai Thị Lan Anh,Phụ trách Công bố thông tin,572.000.000,(*),,,572000000.0,
6,6,6,Ông Dương Hoàng Phú,Phụ trách Công bố thông tin,124.059.524,330.000.000,,,124059524.0,330000000.0
7,7,7,Bà Bùi Nguyễn Phương Châu,Phụ trách Quản trị & Công bố thông tin,-,500.000.000,,,,500000000.0
