row_label_raw,row_label_full,Công ty TNHH Phần mềm FPT,1.700.000.000.000,1.500.000.000.000,numeric__1.700.000.000.000,numeric__1.500.000.000.000
Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,681.960.585.769,716.032.897.252,681960585769.0,716032897252.0
Công ty Cổ phần Synnex FPT,Công ty Cổ phần Synnex FPT,Công ty Cổ phần Synnex FPT,401.080.561.507,233.882.847.700,401080561507.0,233882847700.0
Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,240.000.000.000,300.000.000.000,240000000000.0,300000000000.0
Công ty Cổ phần Viễn thông FPT,Công ty Cổ phần Viễn thông FPT,Công ty Cổ phần Viễn thông FPT,149.907.458.000,149.907.458.000,149907458000.0,149907458000.0
Công ty Cổ phần Dịch vụ Trực tuyến FPT,Công ty Cổ phần Dịch vụ Trực tuyến FPT,Công ty Cổ phần Dịch vụ Trực tuyến FPT,35.157.520.000,87.893.800.000,35157520000.0,87893800000.0
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,18.377.000.000,-,18377000000.0,
