row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2022VND,2021VND,,,,
01,Mãsố > 01,01,Doanh thu cung cấp dịch vụ,,478.223.867.884,401.008.821.298,,,478223867884.0,401008821298.0
02,02,02,Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,Doanh thu thuần về cung cấp dịch vụ(10 = 01 - 02),18,478.223.867.884,401.008.821.298,,18.0,478223867884.0,401008821298.0
11,02 > 11,11,Giá vốn dịch vụ cung cấp,19,51.980.583.397,88.563.927.849,,19.0,51980583397.0,88563927849.0
20,02 > 20,20,Lợi nhuận gộp về cung cấp dịch vụ(20 = 10 - 11),,426.243.284.487,312.444.893.449,,,426243284487.0,312444893449.0
21,02 > 21,21,Doanh thu hoạt động tài chính,20,3.640.049.597.778,3.381.173.543.195,,20.0,3640049597778.0,3381173543195.0
22,02 > 22,22,Chi phí tài chính,21,241.935.764.238,233.763.317.924,,21.0,241935764238.0,233763317924.0
23,02 > 23,23,- Trong đó: Chi phí lãi vay,,241.666.859.099,233.796.715.258,,,241666859099.0,233796715258.0
25,02 > 25,25,Chi phí bán hàng,,1.818.937.389,7.230.524.202,,,1818937389.0,7230524202.0
26,02 > 26,26,Chi phí quản lý doanh nghiệp,22,708.068.328.199,523.178.632.267,,22.0,708068328199.0,523178632267.0
30,02 > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh(30 = 20 + 21 - 22 - 25 - 26),,3.114.469.852.439,2.929.445.962.251,,,3114469852439.0,2929445962251.0
31,02 > 31,31,Thu nhập khác,,777.866.632,905.925.070,,,777866632.0,905925070.0
32,02 > 32,32,Chi phí khác,,95.105.538,730.395.444,,,95105538.0,730395444.0
40,02 > 40,40,Lợi nhuận khác (40 = 31 - 32),,682.761.094,175.529.626,,,682761094.0,175529626.0
50,02 > 50,50,Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),,3.115.152.613.533,2.929.621.491.877,,,3115152613533.0,2929621491877.0
51,02 > 51,51,Chi phí thuế thu nhập doanh nghiệp(“TNDN”) hiện hành,23,-,45.041.674,,23.0,,45041674.0
52,02 > 52,52,Thu nhập thuế TNDN hoãn lại,23,(21.132.423.284),(11.343.090.402),,23.0,-21132423284.0,-11343090402.0
60,02 > 60,60,Lợi nhuận sau thuế TNDN(60 = 50 - 51 - 52),,3.136.285.036.817,2.940.919.540.605,,,3136285036817.0,2940919540605.0
