row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2022 VND,Tại ngày 31 tháng 12 năm > 2021 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2022 VND,numeric__Tại ngày 31 tháng 12 năm > 2021 VND
100,100,100,TÀI SẢN NGẮN HẠN,,8.877.822.091.860,9.709.383.802.038,,,8877822091860.0,9709383802038.0
110,110,110,Tiền và các khoản tương đương tiền,3,1.602.587.113.047,2.096.322.957.509,,3.0,1602587113047.0,2096322957509.0
111,111,111,Tiền,,374.987.113.047,428.322.957.509,,,374987113047.0,428322957509.0
112,112,112,Các khoản tương đương tiền,,1.227.600.000.000,1.668.000.000.000,,,1227600000000.0,1668000000000.0
120,120,120,Đầu tư tài chính ngắn hạn,,5.313.061.859.331,5.778.900.000.000,,,5313061859331.0,5778900000000.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(a),5.313.061.859.331,5.778.900.000.000,,,5313061859331.0,5778900000000.0
130,130,130,Các khoản phải thu ngắn hạn,,1.879.162.382.953,1.745.698.321.469,,,1879162382953.0,1745698321469.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,123.029.215.178,123.051.205.676,,5.0,123029215178.0,123051205676.0
132,132,132,Trả trước cho người bán ngắn hạn,,1.954.028.351,27.261.022.850,,,1954028351.0,27261022850.0
135,135,135,Phải thu về cho vay ngắn hạn,6(a),422.900.000.000,405.325.000.000,,,422900000000.0,405325000000.0
136,136,136,Phải thu ngắn hạn khác,7,1.339.448.688.379,1.191.430.940.776,,7.0,1339448688379.0,1191430940776.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,,(8.169.548.955),(1.369.847.833),,,-8169548955.0,-1369847833.0
140,140,140,Hàng tồn kho,,355.438.253,947.836.253,,,355438253.0,947836253.0
141,141,141,Hàng tồn kho,,355.438.253,947.836.253,,,355438253.0,947836253.0
150,150,150,Tài sản ngắn hạn khác,,82.655.298.276,87.514.686.807,,,82655298276.0,87514686807.0
151,151,151,Chi phí trả trước ngắn hạn,,2.355.887.790,5.200.019.846,,,2355887790.0,5200019846.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",,76.242.547.177,78.257.803.652,,,76242547177.0,78257803652.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,11(a),4.056.863.309,4.056.863.309,,,4056863309.0,4056863309.0
200,200,200,TÀI SẢN DÀI HẠN,,11.586.716.188.494,9.941.929.883.432,,,11586716188494.0,9941929883432.0
210,210,210,Các khoản phải thu dài hạn,,-,400.000.000,,,,400000000.0
215,215,215,Phải thu về cho vay dài hạn,6(b),-,400.000.000,,,,400000000.0
220,220,220,Tài sản cố định,,1.980.893.006.685,1.989.611.749.089,,,1980893006685.0,1989611749089.0
221,221,221,Tài sản cố định hữu hình,8(a),1.948.087.485.760,1.964.991.660.866,,,1948087485760.0,1964991660866.0
222,222,222,Nguyên giá,,2.253.214.928.543,2.157.917.378.291,,,2253214928543.0,2157917378291.0
223,223,223,Giá trị khấu hao lũy kế,,(305.127.442.783),(192.925.717.425),,,-305127442783.0,-192925717425.0
227,227,227,Tài sản cố định vô hình,8(b),32.805.520.925,24.620.088.223,,,32805520925.0,24620088223.0
228,228,228,Nguyên giá,,132.216.392.831,104.887.409.954,,,132216392831.0,104887409954.0
229,229,229,Giá trị khấu hao lũy kế,,(99.410.871.906),(80.267.321.731),,,-99410871906.0,-80267321731.0
240,240,240,Tài sản dở dang dài hạn,,116.690.829.404,39.136.595.453,,,116690829404.0,39136595453.0
242,242,242,Chi phí xây dựng cơ bản dở dang,9,116.690.829.404,39.136.595.453,,9.0,116690829404.0,39136595453.0
250,250,250,Đầu tư tài chính dài hạn,,9.432.613.409.012,7.882.613.409.012,,,9432613409012.0,7882613409012.0
251,251,251,Đầu tư vào công ty con,4(b),8.939.613.409.012,7.389.613.409.012,,,8939613409012.0,7389613409012.0
252,252,252,Đầu tư vào công ty liên kết,4(b),492.500.000.000,492.500.000.000,,,492500000000.0,492500000000.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,4(b),500.000.000,500.000.000,,,500000000.0,500000000.0
260,260,260,Tài sản dài hạn khác,,56.518.943.393,30.168.129.878,,,56518943393.0,30168129878.0
261,261,261,Chi phí trả trước dài hạn,,24.007.939.167,18.798.434.851,,,24007939167.0,18798434851.0
262,262,262,Tài sản thuế thu nhập hoãn lại,,32.511.004.226,11.369.695.027,,,32511004226.0,11369695027.0
270,270,270,TỔNG TÀI SẢN,,20.464.538.280.354,19.651.313.685.470,,,20464538280354.0,19651313685470.0
