row_label_raw,row_label_full,Công ty TNHH Hệ thống Thông tin FPT,171.825.000.000,-,numeric__171.825.000.000,numeric__-
Công ty TNHH FPT Smart Cloud,Công ty TNHH FPT Smart Cloud,Công ty TNHH FPT Smart Cloud,25.000.000.000,-,25000000000.0,
Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,800.000.000,185.000.000.000,800000000.0,185000000000.0
