row_label_raw,row_label_full,Công ty TNHH Hệ thống Thông tin FPT,80.211.863.300,67.488.965.457,numeric__80.211.863.300,numeric__67.488.965.457
Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,71.289.417.579,26.416.323.677,71289417579.0,26416323677.0
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,32.255.972.519,75.406.701.514,32255972519.0,75406701514.0
Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,10.458.055.877,24.852.682.510,10458055877.0,24852682510.0
Công ty TNHH FPT Digital,Công ty TNHH FPT Digital,Công ty TNHH FPT Digital,1.130.273.056,1.528.234.703,1130273056.0,1528234703.0
Công ty Cổ phần Dịch vụ Trực tuyến FPT,Công ty Cổ phần Dịch vụ Trực tuyến FPT,Công ty Cổ phần Dịch vụ Trực tuyến FPT,917.479.452,-,917479452.0,
Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,4.862.183,29.036.932,4862183.0,29036932.0
Công ty Cổ phần Viễn thông FPT,Công ty Cổ phần Viễn thông FPT,Công ty Cổ phần Viễn thông FPT,1.739.722,1.025.161,1739722.0,1025161.0
Công ty TNHH FPT Smart Cloud,Công ty TNHH FPT Smart Cloud,Công ty TNHH FPT Smart Cloud,-,1.133.999.998,,1133999998.0
