row_label_raw,row_label_full,col_0,col_1,31/12/2020,01/01/2020,numeric__col_1,numeric__31/12/2020,numeric__01/01/2020
,,,,VND,VND,,,
a),a),a),Ngắn hạn,,,,,
a),a) > a),a),- Công cụ dụng cụ chờ phân bổ,78.722.556,92.436.693,,78722556.0,92436693.0
a),a) > a),a),,78.722.556,92.436.693,,78722556.0,92436693.0
b),b),b),Dải hạn,,,,,
b),b) > b),b),- Công cụ dụng cụ chờ phân bổ,398.126.676,993.419.690,,398126676.0,993419690.0
b),b) > b),b),- Chi phí sửa chữa tài sản,1.287.623.834,587.893.170,,1287623834.0,587893170.0
b),b) > b),b),- Chi phí thể hội viên sân golf Phú Mỹ,1.890.485.835,1.943.366.757,,1890485835.0,1943366757.0
b),b) > b),b),- Giá trị lợi thể kinh doanh,151.199.021.846,170.501.004.675,,151199021846.0,170501004675.0
,,,,154.775.258.191,174.025.684.292,,154775258191.0,174025684292.0
