row_label_raw,row_label_full,col_0,31/12/2020 > Giá trị,31/12/2020 > Dự phòng,01/01/2020 > Giá trị,01/01/2020 > Dự phòng,numeric__31/12/2020 > Giá trị,numeric__31/12/2020 > Dự phòng,numeric__01/01/2020 > Giá trị,numeric__01/01/2020 > Dự phòng
,,,VND,VND,VND,VND,,,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
- Phải thu về tạm ứng,a) Ngắn hạn > - Phải thu về tạm ứng,- Phải thu về tạm ứng,12.693.945.473,-,13.623.104.901,-,12693945473.0,,13623104901.0,
- Phải thu Bà Nguyễn Thị Minh Châu tiền chuyển nhượng khoản đầu tư,a) Ngắn hạn > - Phải thu Bà Nguyễn Thị Minh Châu tiền chuyển nhượng khoản đầu tư,- Phải thu Bà Nguyễn Thị Minh Châu tiền chuyển nhượng khoản đầu tư,-,-,6.600.000.000,(6.600.000.000),,,6600000000.0,-6600000000.0
- Phải thu tiền nhận chuyển nhượng cổ phần đã thực hiện do hủy hợp đồng\( ^{(1)} \),a) Ngắn hạn > - Phải thu tiền nhận chuyển nhượng cổ phần đã thực hiện do hủy hợp đồng\( ^{(1)} \),- Phải thu tiền nhận chuyển nhượng cổ phần đã thực hiện do hủy hợp đồng\( ^{(1)} \),-,-,867.713.536.000,-,,,867713536000.0,
- Phải thu tiền lãi,a) Ngắn hạn > - Phải thu tiền lãi,- Phải thu tiền lãi,6.718.400.556,-,68.424.658,-,6718400556.0,,68424658.0,
- Phải thu cổ tức và lợi nhuận được chia,a) Ngắn hạn > - Phải thu cổ tức và lợi nhuận được chia,- Phải thu cổ tức và lợi nhuận được chia,57.516.326.717,-,90.000.000.000,-,57516326717.0,,90000000000.0,
- Phải thu Công ty TNHH Đầu tư - Xây dựng Tân Phú tiền chênh lệch giá chuyển nhượng khu đất 43 ha\( ^{(2)} \),a) Ngắn hạn > - Phải thu Công ty TNHH Đầu tư - Xây dựng Tân Phú tiền chênh lệch giá chuyển nhượng khu đất 43 ha\( ^{(2)} \),- Phải thu Công ty TNHH Đầu tư - Xây dựng Tân Phú tiền chênh lệch giá chuyển nhượng khu đất 43 ha\( ^{(2)} \),87.986.422.597,-,87.986.422.597,-,87986422597.0,,87986422597.0,
- Phải thu tiền chi hộ,a) Ngắn hạn > - Phải thu tiền chi hộ,- Phải thu tiền chi hộ,618.715.615,-,2.221.169.231,-,618715615.0,,2221169231.0,
- Phải thu Công ty Cổ phần Hưng Vượng\( ^{(3)} \),a) Ngắn hạn > - Phải thu Công ty Cổ phần Hưng Vượng\( ^{(3)} \),- Phải thu Công ty Cổ phần Hưng Vượng\( ^{(3)} \),27.612.000.000,-,285.539.076.815,-,27612000000.0,,285539076815.0,
- Phải thu khác,a) Ngắn hạn > - Phải thu khác,- Phải thu khác,1.620.493,-,14.050.582.699,-,1620493.0,,14050582699.0,
,,,193.147.431.451,-,1.367.802.316.901,(6.600.000.000),193147431451.0,,1367802316901.0,-6600000000.0
