row_label_raw,row_label_full,col_0,31/12/2020 > Giá trịVND,31/12/2020 > Dự phòngVND,01/01/2020 > Giá trịVND,01/01/2020 > Dự phòngVND,numeric__31/12/2020 > Giá trịVND,numeric__31/12/2020 > Dự phòngVND,numeric__01/01/2020 > Giá trịVND,numeric__01/01/2020 > Dự phòngVND
a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,,,,
- Công ty CP An Bình (1),a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty CP An Bình (1),- Công ty CP An Bình (1),60.000.000.000,-,65.000.000.000,-,60000000000.0,,65000000000.0,
- Công ty CP Bất Động Sản U&I (2),a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty CP Bất Động Sản U&I (2),- Công ty CP Bất Động Sản U&I (2),204.512.681.143,-,204.512.681.143,-,204512681143.0,,204512681143.0,
- Các khoản phải thu khách hàng khác,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Các khoản phải thu khách hàng khác,- Các khoản phải thu khách hàng khác,2.892.019.816,-,2.879.478.750,-,2892019816.0,,2879478750.0,
,,,267.404.700.959,-,272.392.159.893,-,267404700959.0,,272392159893.0,
b) Phải thu của khách hàng phân loại theo kỳ hạn thanh toán,b) Phải thu của khách hàng phân loại theo kỳ hạn thanh toán,b) Phải thu của khách hàng phân loại theo kỳ hạn thanh toán,b) Phải thu của khách hàng phân loại theo kỳ hạn thanh toán,b) Phải thu của khách hàng phân loại theo kỳ hạn thanh toán,b) Phải thu của khách hàng phân loại theo kỳ hạn thanh toán,b) Phải thu của khách hàng phân loại theo kỳ hạn thanh toán,,,,
- Phải thu ngắn hạn,b) Phải thu của khách hàng phân loại theo kỳ hạn thanh toán > - Phải thu ngắn hạn,- Phải thu ngắn hạn,2.892.019.816,-,2.879.478.750,-,2892019816.0,,2879478750.0,
- Phải thu dài hạn,b) Phải thu của khách hàng phân loại theo kỳ hạn thanh toán > - Phải thu dài hạn,- Phải thu dài hạn,264.512.681.143,-,269.512.681.143,-,264512681143.0,,269512681143.0,
,,,267.404.700.959,-,272.392.159.893,-,267404700959.0,,272392159893.0,
c) Trong đó: Phải thu khách hàng là các bên liên quan,c) Trong đó: Phải thu khách hàng là các bên liên quan,c) Trong đó: Phải thu khách hàng là các bên liên quan,c) Trong đó: Phải thu khách hàng là các bên liên quan,c) Trong đó: Phải thu khách hàng là các bên liên quan,c) Trong đó: Phải thu khách hàng là các bên liên quan,c) Trong đó: Phải thu khách hàng là các bên liên quan,,,,
,,,204.512.681.143,-,204.512.681.143,-,204512681143.0,,204512681143.0,
