row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,,
Trích trước chi phí xây dựng và tiền sử dụng đất của các dự án bắt động sản đã bàn giao,Ngắn hạn: > Trích trước chi phí xây dựng và tiền sử dụng đất của các dự án bắt động sản đã bàn giao,Trích trước chi phí xây dựng và tiền sử dụng đất của các dự án bắt động sản đã bàn giao,344.148.414.641,235.092.258.645,344148414641.0,235092258645.0
"- Dự án nhà ở Quận 12, TP Hồ Chí Minh","Ngắn hạn: > - Dự án nhà ở Quận 12, TP Hồ Chí Minh","- Dự án nhà ở Quận 12, TP Hồ Chí Minh",86.885.576.130,86.885.576.130,86885576130.0,86885576130.0
- Dự án An khách An Thượng,Ngắn hạn: > - Dự án An khách An Thượng,- Dự án An khách An Thượng,115.619.481.482,-,115619481482.0,
- Khu đô thị Sử Vạn Hạnh,Ngắn hạn: > - Khu đô thị Sử Vạn Hạnh,- Khu đô thị Sử Vạn Hạnh,130.489.147.466,130.489.147.466,130489147466.0,130489147466.0
- Dự án nhà N10 khu đô thị mới Dịch Vọng,Ngắn hạn: > - Dự án nhà N10 khu đô thị mới Dịch Vọng,- Dự án nhà N10 khu đô thị mới Dịch Vọng,3.311.096.141,9.874.421.626,3311096141.0,9874421626.0
"- Dự án chung cư CC1 Dịch Vọng, Hà Nội","Ngắn hạn: > - Dự án chung cư CC1 Dịch Vọng, Hà Nội","- Dự án chung cư CC1 Dịch Vọng, Hà Nội",7.843.113.423,7.843.113.423,7843113423.0,7843113423.0
Trích trước chi phí lãi vay,Ngắn hạn: > Trích trước chi phí lãi vay,Trích trước chi phí lãi vay,80.038.952.953,87.859.809.310,80038952953.0,87859809310.0
Trích trước chi phí sử dụng vốn,Ngắn hạn: > Trích trước chi phí sử dụng vốn,Trích trước chi phí sử dụng vốn,67.767.491.000,-,67767491000.0,
Trích trước chi phí hỗ trợ lãi suất,Ngắn hạn: > Trích trước chi phí hỗ trợ lãi suất,Trích trước chi phí hỗ trợ lãi suất,18.144.181.518,-,18144181518.0,
Các chi phí phải trả ngắn hạn khác,Ngắn hạn: > Các chi phí phải trả ngắn hạn khác,Các chi phí phải trả ngắn hạn khác,4.143.142.420,4.115.912.680,4143142420.0,4115912680.0
TỔNG CỘNG,Ngắn hạn: > TỔNG CỘNG,TỔNG CỘNG,514.242.182.532,327.067.980.635,514242182532.0,327067980635.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi phí phải trả ngắn hạn các bên khác,Trong đó: > Chi phí phải trả ngắn hạn các bên khác,Chi phí phải trả ngắn hạn các bên khác,420.563.478.951,312.335.320.390,420563478951.0,312335320390.0
Chi phí phải trả ngắn hạn các bên liên quan (Thuyết minh số 30.2),Trong đó: > Chi phí phải trả ngắn hạn các bên liên quan (Thuyết minh số 30.2),Chi phí phải trả ngắn hạn các bên liên quan (Thuyết minh số 30.2),93.678.703.581,14.732.660.245,93678703581.0,14732660245.0
Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,,
Trích trước chi phí lãi vay,Dài hạn: > Trích trước chi phí lãi vay,Trích trước chi phí lãi vay,-,28.424.657.534,,28424657534.0
TỔNG CỘNG,Dài hạn: > TỔNG CỘNG,TỔNG CỘNG,-,28.424.657.534,,28424657534.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi phí phải trả dài hạn các bên khác,Trong đó: > Chi phí phải trả dài hạn các bên khác,Chi phí phải trả dài hạn các bên khác,-,28.424.657.534,,28424657534.0
