row_label_raw,row_label_full,Bên liên quan > Công ty CPđầu tư IP ViệtNam,Mối quan hệ > Công ty cóchung thànhviên HĐQT,Nội dung nghiệp vụ > Lãi vay phải trả > Lãi vay đã trả > Trả gốc vay,Đơn vị tính: VND > Năm nay > 2.821.506.850 > 4.795.736.987 > 57.000.000.000,Đơn vị tính: VND > Năm trước > 4.915.430.137 > -,numeric__Mối quan hệ > Công ty cóchung thànhviên HĐQT,numeric__Nội dung nghiệp vụ > Lãi vay phải trả > Lãi vay đã trả > Trả gốc vay,numeric__Đơn vị tính: VND > Năm nay > 2.821.506.850 > 4.795.736.987 > 57.000.000.000,numeric__Đơn vị tính: VND > Năm trước > 4.915.430.137 > -
Công ty Nănglượng Hà Đỏ,Công ty Nănglượng Hà Đỏ,Công ty Nănglượng Hà Đỏ,Công ty con,Góp vốn bằng tiền,3.188.740.000,-,,,3188740000.0,
Công ty Nănglượng Hà Đỏ,Công ty Nănglượng Hà Đỏ,Công ty Nănglượng Hà Đỏ,Công ty con,Góp vốn bằng cổphản,1.121.411.265.000,,,,1121411265000.0,
Công ty Cốphần Đầu tưAn Lạc,Công ty Cốphần Đầu tưAn Lạc,Công ty Cốphần Đầu tưAn Lạc,Công ty cóchung thànhviên HĐQT,Phí thi công xây dựng,-,2.888.793.000,,,,2888793000.0
Công ty Cốphần Đầu tưAn Lạc,Công ty Cốphần Đầu tưAn Lạc,Công ty Cốphần Đầu tưAn Lạc,Công ty cóchung thànhviên HĐQT,Phí thi công xây dựng đã trả,-,635.574.060,,,,635574060.0
Công ty Cốphần Đầu tưAn Lạc,Công ty Cốphần Đầu tưAn Lạc,Công ty Cốphần Đầu tưAn Lạc,Công ty cóchung thànhviên HĐQT,Đi vay,70.000.000.000,-,,,70000000000.0,
Công ty Cốphần Đầu tưAn Lạc,Công ty Cốphần Đầu tưAn Lạc,Công ty Cốphần Đầu tưAn Lạc,Công ty cóchung thànhviên HĐQT,Thanh toán gốc vay,70.000.000.000,-,,,70000000000.0,
Công ty Cốphần Đầu tưAn Lạc,Công ty Cốphần Đầu tưAn Lạc,Công ty Cốphần Đầu tưAn Lạc,Công ty cóchung thànhviên HĐQT,Lãi vay phải trả,1.887.434.730,-,,,1887434730.0,
Công ty Cốphần Đầu tưAn Lạc,Công ty Cốphần Đầu tưAn Lạc,Công ty Cốphần Đầu tưAn Lạc,Công ty cóchung thànhviên HĐQT,Lãi vay đã trả,104.707.855,-,,,104707855.0,
Công ty Cốphần Đầu tưAn Lạc,Công ty Cốphần Đầu tưAn Lạc,Công ty Cốphần Đầu tưAn Lạc,Công ty cóchung thànhviên HĐQT,Thanh toán lãi vayqua bù trừ,1.782.726.875,-,,,1782726875.0,
Các cá nhân,Các cá nhân,Các cá nhân,Bên liênquan khác,Nộp tiền mua bấtđộng sản,22.548.525.000,-,,,22548525000.0,
Các cá nhân,Các cá nhân,Các cá nhân,Bên liênquan khác,Doanh thu chuyểnnhượng bất độngsản,6.945.739.964,-,,,6945739964.0,
Các cá nhân,Các cá nhân,Các cá nhân,Bên liênquan khác,Tạm ứng,48.546.000.000,-,,,48546000000.0,
Các cá nhân,Các cá nhân,Các cá nhân,Bên liênquan khác,Hoàn ứng,12.279.000.000,-,,,12279000000.0,
Các cá nhân,Các cá nhân,Các cá nhân,Bên liênquan khác,Đi vay,-,40.000.000.000,,,,40000000000.0
Các cá nhân,Các cá nhân,Các cá nhân,Bên liênquan khác,Thanh toán gốc vay,40.000.000.000,,,,40000000000.0,
