row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
400,400,400,D. VỐN CHỦ SỞ HỮU,,4.121.383.127.933,2.697.131.267.414,,,4121383127933.0,2697131267414.0
410,410,410,I. Vốn chủ sở hữu,23,4.121.383.127.933,2.697.131.267.414,,23.0,4121383127933.0,2697131267414.0
411,411,411,1. Vốn cổ phần đã phát hành,,1.963.574.150.000,1.542.750.180.000,,,1963574150000.0,1542750180000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,1.963.574.150.000,1.542.750.180.000,,,1963574150000.0,1542750180000.0
412,412,412,2. Thặng dư vốn cổ phần,,229.106.864.127,387.992.000,,,229106864127.0,387992000.0
418,418,418,3. Quỹ đầu tư phát triển,,23.516.835.886,23.516.835.886,,,23516835886.0,23516835886.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,1.905.185.277.920,1.130.476.259.528,,,1905185277920.0,1130476259528.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,782.549.289.528,251.317.991.308,,,782549289528.0,251317991308.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,1.122.635.988.392,879.158.268.220,,,1122635988392.0,879158268220.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,8.168.364.163.892,6.698.404.987.325,,,8168364163892.0,6698404987325.0
