row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm > Giá gốc,Số cuối năm > Dự phòng,Số đầu năm > Giá gốc,Số đầu năm > Dự phòng,numeric__Thuyết minh,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Dự phòng
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,16.1,5.369.469.453.787,(10.329.842.103),4.580.849.857.526,(9.258.048.847),161.0,5369469453787.0,-10329842103.0,4580849857526.0,-9258048847.0
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,16.2,130.000.000,-,130.000.000,-,162.0,130000000.0,,130000000.0,
Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,16.3,3.000.000.000,-,4.000.000.000,-,163.0,3000000000.0,,4000000000.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,5.372.599.453.787,(10.329.842.103),4.584.979.857.526,(9.258.048.847),,5372599453787.0,-10329842103.0,4584979857526.0,-9258048847.0
