row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Đơn vị tính: VND > Năm nay,Đơn vị tính: VND > Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: VND > Năm nay,numeric__Đơn vị tính: VND > Năm trước
Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty con,Cho vay,-,7.000.000.000,,,,7000000000.0
Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty con,Thu hồi cho vay,23.500.000.000,11.000.000.000,,,23500000000.0,11000000000.0
Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty con,Lãi vay phải thu,440.123.288,2.200.910.960,,,440123288.0,2200910960.0
Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty con,Lãi vay phải trả,13.854.493.151,-,,,13854493151.0,
Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty con,Góp vốn,400.000.000.000,-,,,400000000000.0,
Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty con,Đi vay,380.000.000.000,-,,,380000000000.0,
Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty con,Thanh toán gốc vay,340.000.000.000,-,,,340000000000.0,
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Cổ tức phải thu,580.725.000.000,1.221.525.000.000,,,580725000000.0,1221525000000.0
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Bù trừ giữa cổ tức được chia và đi vay,150.725.000.000,1.221.525.000.000,,,150725000000.0,1221525000000.0
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Cán trừ cổ tức và vốn góp hợp tác kinh doanh,430.000.000.000,-,,,430000000000.0,
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Đi vay,318.000.000.000,756.000.000.000,,,318000000000.0,756000000000.0
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Thanh toán gốc vay,90.000.000.000,428.000.000.000,,,90000000000.0,428000000000.0
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Thanh toán vay bằng bù trừ,3.000.000.000,-,,,3000000000.0,
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Lãi vay,2.271.092.062,15.607.128.222,,,2271092062.0,15607128222.0
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Lãi vay đã trả,-,112.846.837.677,,,,112846837677.0
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Phải trả tiền mua sân Thương mại,334.016.820.000,,,,334016820000.0,
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Đã trả tiền mua sân Thương mại,317.618.024.250,,,,317618024250.0,
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Phải trả chi phí sử dụng vốn,67.767.491.000,-,,,67767491000.0,
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Hoàn trả vốn góp hợp tác kinh doanh,320.000.000.000,-,,,320000000000.0,
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Doanh thu từ cung cấp dịch vụ,10.716.048.667,7.400.443.688,,,10716048667.0,7400443688.0
Công ty Minh Long,Công ty Minh Long,Công ty Minh Long,Công ty con,Đi vay,-,150.950.000.000,,,,150950000000.0
Công ty Minh Long,Công ty Minh Long,Công ty Minh Long,Công ty con,Trả gốc vay,37.500.000.000,74.000.000.000,,,37500000000.0,74000000000.0
Công ty Minh Long,Công ty Minh Long,Công ty Minh Long,Công ty con,Doanh thu tư vấn quản lý,252.000.556,624.038.962,,,252000556.0,624038962.0
Công ty Minh Long,Công ty Minh Long,Công ty Minh Long,Công ty con,Phí tư vấn quản lý đã thu,-,1.027.312.000,,,,1027312000.0
Công ty Minh Long,Công ty Minh Long,Công ty Minh Long,Công ty con,Lãi vay đã trả,4.109.745.205,-,,,4109745205.0,
Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty con,Góp vốn,255.980.000.000,253.020.000.000,,,255980000000.0,253020000000.0
Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty con,Đi vay,440.000.000.000,353.000.000.000,,,440000000000.0,353000000000.0
Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty con,Trả gốc vay,458.000.000.000,335.000.000.000,,,458000000000.0,335000000000.0
Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty con,Lãi vay phải trả,4.922.964.386,1.994.046.574,,,4922964386.0,1994046574.0
Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty con,Lãi vay đã trả,6.104.860.276,812.150.684,,,6104860276.0,812150684.0
Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty con,Doanh thu xây lắp,216.660.341.728,30.577.059.000,,,216660341728.0,30577059000.0
Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty con,Doanh thu tư vấn quản lý,1.816.546.047,-,,,1816546047.0,
Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty con,Thu tiền xây lắp,186.633.206.240,,,,186633206240.0,
