row_label_raw,row_label_full,col_0,Số cuối năm > Số lượng,Số cuối năm > Giá gốc VND,Số cuối năm > Giá trị hợp lý VND,Số cuối năm > Dự phòng Lượng,Số đầu năm > Số Giá gốc VND,Số đầu năm > Giá trị hợp lý VND,Số đầu năm > Dự phòng VND,Số đầu năm,numeric__Số cuối năm > Số lượng,numeric__Số cuối năm > Giá gốc VND,numeric__Số cuối năm > Giá trị hợp lý VND,numeric__Số cuối năm > Dự phòng Lượng,numeric__Số đầu năm > Số Giá gốc VND,numeric__Số đầu năm > Giá trị hợp lý VND,numeric__Số đầu năm > Dự phòng VND,numeric__Số đầu năm
Trái phiếu,Trái phiếu,Trái phiếu,2.996.853,302.189.107.452,302.189.107.452,-,-,-,-,-,2996853.0,302189107452.0,302189107452.0,,,,,
,,,,302.189.107.452,,,,-,,,,302189107452.0,,,,,,
