row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Phải thu từ hoạt động kinh doanh bất động sản,Phải thu từ hoạt động kinh doanh bất động sản,Phải thu từ hoạt động kinh doanh bất động sản,116.312.601.168,57.836.040.315,116312601168.0,57836040315.0
Phải thu từ hoạt động kinh doanh khách sạn,Phải thu từ hoạt động kinh doanh khách sạn,Phải thu từ hoạt động kinh doanh khách sạn,4.071.727.831,1.577.285.005,4071727831.0,1577285005.0
"Phải thu ngắn hạn từ hoạt động xây lắp, tư vấn quản lý và các hoạt động khác","Phải thu ngắn hạn từ hoạt động xây lắp, tư vấn quản lý và các hoạt động khác","Phải thu ngắn hạn từ hoạt động xây lắp, tư vấn quản lý và các hoạt động khác",56.119.697.014,44.202.324.596,56119697014.0,44202324596.0
Phải thu từ chuyển nhượng cổ phần,Phải thu từ chuyển nhượng cổ phần,Phải thu từ chuyển nhượng cổ phần,-,69.954.050.000,,69954050000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,176.504.026.013,173.569.699.916,176504026013.0,173569699916.0
Dự phòng phải thu khó đòiTrong đó:,Dự phòng phải thu khó đòiTrong đó:,Dự phòng phải thu khó đòiTrong đó:,(10.615.800.222),(10.615.800.222),-10615800222.0,-10615800222.0
Phải thu ngắn hạn từ các khách hàng khác,Phải thu ngắn hạn từ các khách hàng khác,Phải thu ngắn hạn từ các khách hàng khác,133.447.533.068,70.061.386.116,133447533068.0,70061386116.0
Phải thu ngắn hạn từ các bên liên quan(Thuyết minh số 30.2),Phải thu ngắn hạn từ các bên liên quan(Thuyết minh số 30.2),Phải thu ngắn hạn từ các bên liên quan(Thuyết minh số 30.2),43.056.492.945,103.508.313.800,43056492945.0,103508313800.0
Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư:Các khách hàng mua nhà Dự án An KhánhAn Thượng,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư:Các khách hàng mua nhà Dự án An KhánhAn Thượng,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư:Các khách hàng mua nhà Dự án An KhánhAn Thượng,58.409.249.853,-,58409249853.0,
Các khách hàng mua nhà tại dự án Khubiệt thự Sư Vạn Hạnh (*),Các khách hàng mua nhà tại dự án Khubiệt thự Sư Vạn Hạnh (*),Các khách hàng mua nhà tại dự án Khubiệt thự Sư Vạn Hạnh (*),23.276.227.600,23.276.227.600,23276227600.0,23276227600.0
Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,21.976.877.314,-,21976877314.0,
"Các khách hàng mua nhà tại dự án Khu đỏthị Hà Đô Thới An, Quận 12, TP. Hồ ChíMinh (*)","Các khách hàng mua nhà tại dự án Khu đỏthị Hà Đô Thới An, Quận 12, TP. Hồ ChíMinh (*)","Các khách hàng mua nhà tại dự án Khu đỏthị Hà Đô Thới An, Quận 12, TP. Hồ ChíMinh (*)",12.067.310.794,12.067.310.794,12067310794.0,12067310794.0
Công ty Bình An Riverside,Công ty Bình An Riverside,Công ty Bình An Riverside,5.110.892.354,74.814.059.854,5110892354.0,74814059854.0
