row_label_raw,row_label_full,col_0,Tổng số,Cổ phiếu thường,Cổ phiếu ưu đãi,Tổng số_1,Cổ phiếu thường_1,Cổ phiếu ưu đãi_1,numeric__Tổng số,numeric__Cổ phiếu thường,numeric__Cổ phiếu ưu đãi,numeric__Tổng số_1,numeric__Cổ phiếu thường_1,numeric__Cổ phiếu ưu đãi_1
Vốn góp của cổ đông,Vốn góp của cổ đông,Vốn góp của cổ đông,1.963.574.150.000,1.963.574.150.000,-,1.542.750.180.000,1.542.750.180.000,-,1963574150000.0,1963574150000.0,,1542750180000.0,1542750180000.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.963.574.150.000,1.963.574.150.000,-,1.542.750.180.000,1.542.750.180.000,-,1963574150000.0,1963574150000.0,,1542750180000.0,1542750180000.0,
