row_label_raw,row_label_full,col_0,Don vị tính: VND,numeric__Don vị tính: VND
Năm nay,Năm nay,Năm nay,Năm trước,
3.731.246.149,Năm nay > 3.731.246.149,3.731.246.149,12.690.351.115,12690351115.0
20.670.000.000,20.670.000.000,20.670.000.000,-,
(1.052.155.563),20.670.000.000 > (1.052.155.563),(1.052.155.563),(8.959.104.966),-8959104966.0
23.349.090.586,20.670.000.000 > 23.349.090.586,23.349.090.586,3.731.246.149,3731246149.0
