row_label_raw,row_label_full,col_0,Năm 2018(VND),Năm 2017(VND),numeric__Năm 2018(VND),numeric__Năm 2017(VND)
Lãi tiền vay,Lãi tiền vay,Lãi tiền vay,357.134.811.466,365.893.027.814,357134811466.0,365893027814.0
Chênh lệch tỷ giá,Chênh lệch tỷ giá,Chênh lệch tỷ giá,384.909.406.944,141.501.131.276,384909406944.0,141501131276.0
Chi phí tài chính khác,Chi phí tài chính khác,Chi phí tài chính khác,12.875.222.833,18.293.136.866,12875222833.0,18293136866.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,284.767.706.903,(10.526.259.995),284767706903.0,-10526259995.0
Cộng,Cộng,Cộng,1.039.687.148.146,515.161.035.961,1039687148146.0,515161035961.0
