row_label_raw,row_label_full,NGUỒN VỐN,Mã số,TM,31/12/2018,01/01/2018,numeric__Mã số,numeric__TM,numeric__31/12/2018,numeric__01/01/2018
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,300,,12.732.358.084.527,13.691.008.184.871,300.0,,12732358084527.0,13691008184871.0
Nợ ngắn hạn,Nợ ngắn hạn,Nợ ngắn hạn,310,,3.780.854.736.296,3.481.177.811.961,310.0,,3780854736296.0,3481177811961.0
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,311,5.13,884.581.369.352,791.703.587.215,311.0,513.0,884581369352.0,791703587215.0
Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,312,,-,41.464.435,312.0,,,41464435.0
Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,313,5.14,99.603.919.067,35.941.354.237,313.0,514.0,99603919067.0,35941354237.0
Phải trả người lao động,Phải trả người lao động,Phải trả người lao động,314,,66.252.076.659,59.353.145.683,314.0,,66252076659.0,59353145683.0
Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,315,5.15,595.340.577.080,459.262.533.556,315.0,515.0,595340577080.0,459262533556.0
Phải trả nội bộ ngắn hạn,Phải trả nội bộ ngắn hạn,Phải trả nội bộ ngắn hạn,316,,-,4.885.428.343,316.0,,,4885428343.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,5.16,176.043.936.503,17.041.112.991,319.0,516.0,176043936503.0,17041112991.0
Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,320,5.12,1.932.889.334.586,2.087.671.905.826,320.0,512.0,1932889334586.0,2087671905826.0
Quỹ khen thưởng và phúc lợi,Quỹ khen thưởng và phúc lợi,Quỹ khen thưởng và phúc lợi,322,,26.143.523.049,25.277.279.675,322.0,,26143523049.0,25277279675.0
Nợ dài hạn,Nợ dài hạn,Nợ dài hạn,330,,8.951.503.348.231,10.209.830.372.910,330.0,,8951503348231.0,10209830372910.0
Phải trả người bán dài hạn,Phải trả người bán dài hạn,Phải trả người bán dài hạn,331,5.13,399.805.189.215,625.431.237.752,331.0,513.0,399805189215.0,625431237752.0
Phải trả nội bộ dài hạn,Phải trả nội bộ dài hạn,Phải trả nội bộ dài hạn,335,,-,-,335.0,,,
Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,338,5.12,8.551.698.159.016,9.584.399.135.158,338.0,512.0,8551698159016.0,9584399135158.0
VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,400,,7.399.862.967.844,7.117.681.884.147,400.0,,7399862967844.0,7117681884147.0
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,410,5.17,7.399.862.967.844,7.117.681.884.147,410.0,517.0,7399862967844.0,7117681884147.0
Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,411,,6.800.000.000.000,6.800.000.000.000,411.0,,6800000000000.0,6800000000000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,6.800.000.000.000,6.800.000.000.000,,,6800000000000.0,6800000000000.0
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,412,,-,-,412.0,,,
Vốn khác của chủ sở hữu,Vốn khác của chủ sở hữu,Vốn khác của chủ sở hữu,414,,-,-,414.0,,,
Chênh lệch đánh giá lại tài sản,Chênh lệch đánh giá lại tài sản,Chênh lệch đánh giá lại tài sản,416,,-,-,416.0,,,
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,418,,3.269.425.647,-,418.0,,3269425647.0,
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,,596.593.542.197,317.681.884.147,421.0,,596593542197.0,317681884147.0
- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,94.987.627.670,(354.030.919.308),,,94987627670.0,-354030919308.0
- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,421b,,501.605.914.527,671.712.803.455,,,501605914527.0,671712803455.0
Nguồn kinh phí và quỹ khác,Nguồn kinh phí và quỹ khác,Nguồn kinh phí và quỹ khác,430,,-,-,430.0,,,
