row_label_raw,row_label_full,col_0,31/12/2018(VND) > Giá gốc,31/12/2018(VND) > Giá trị hợp lý,31/12/2018(VND) > Dự phòng,01/01/2018(VND) > Giá gốc,01/01/2018(VND) > Giá trị hợp lý,01/01/2018(VND) > Dự phòng,numeric__31/12/2018(VND) > Giá gốc,numeric__31/12/2018(VND) > Giá trị hợp lý,numeric__31/12/2018(VND) > Dự phòng,numeric__01/01/2018(VND) > Giá gốc,numeric__01/01/2018(VND) > Giá trị hợp lý,numeric__01/01/2018(VND) > Dự phòng
Ngắn hạn,Ngắn hạn,Ngắn hạn,-,-,-,-,-,-,,,,,,
Dải hạn,Ngắn hạn > Dải hạn,Dải hạn,3.108.245.507.085,2.147.490.644.767,(960.754.862.318),2.979.431.733.205,2.303.444.577.790,(675.987.155.415),3108245507085.0,2147490644767.0,-960754862318.0,2979431733205.0,2303444577790.0,-675987155415.0
Đầu tư góp vốn vào đơn vị khác,Ngắn hạn > Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,3.108.245.507.085,2.147.490.644.767,(960.754.862.318),2.979.431.733.205,2.303.444.577.790,(675.987.155.415),3108245507085.0,2147490644767.0,-960754862318.0,2979431733205.0,2303444577790.0,-675987155415.0
Đầu tư vào Công ty con:,Ngắn hạn > Đầu tư vào Công ty con:,Đầu tư vào Công ty con:,1.883.306.772.926,923.993.910.608,(959.312.862.318),1.883.306.772.926,1.293.331.053.311,(589.975.719.615),1883306772926.0,923993910608.0,-959312862318.0,1883306772926.0,1293331053311.0,-589975719615.0
- Công ty Cổ phần Nhiệt điện Cẩm Phả - TKV,Ngắn hạn > - Công ty Cổ phần Nhiệt điện Cẩm Phả - TKV,- Công ty Cổ phần Nhiệt điện Cẩm Phả - TKV,1.757.179.069.334,797.866.207.016,(959.312.862.318),1.757.179.069.334,1.167.203.349.719,(589.975.719.615),1757179069334.0,797866207016.0,-959312862318.0,1757179069334.0,1167203349719.0,-589975719615.0
- Công ty Cổ phần Than - Điện Nông Sơn - TKV,Ngắn hạn > - Công ty Cổ phần Than - Điện Nông Sơn - TKV,- Công ty Cổ phần Than - Điện Nông Sơn - TKV,126.127.703.592,126.127.703.592,-,126.127.703.592,126.127.703.592,-,126127703592.0,126127703592.0,,126127703592.0,126127703592.0,
Đầu tư vào đơn vi khác:,Ngắn hạn > Đầu tư vào đơn vi khác:,Đầu tư vào đơn vi khác:,1.224.938.734.159,1.223.496.734.159,(1.442.000.000),1.096.124.960.279,1.010.113.524.479,(86.011.435.800),1224938734159.0,1223496734159.0,-1442000000.0,1096124960279.0,1010113524479.0,-86011435800.0
- Công ty TNHH Điện lực Vĩnh Tân,Ngắn hạn > - Công ty TNHH Điện lực Vĩnh Tân,- Công ty TNHH Điện lực Vĩnh Tân,386.597.424.159,386.597.424.159,-,257.783.650.279,257.783.650.279,-,386597424159.0,386597424159.0,,257783650279.0,257783650279.0,
- Công ty Cổ phần Nhiệt điện Hải Phòng,Ngắn hạn > - Công ty Cổ phần Nhiệt điện Hải Phòng,- Công ty Cổ phần Nhiệt điện Hải Phòng,360.500.000.000,359.058.000.000,(1.442.000.000),360.500.000.000,360.500.000.000,-,360500000000.0,359058000000.0,-1442000000.0,360500000000.0,360500000000.0,
- Công ty Cổ phần Nhiệt điện Quảng Ninh,Ngắn hạn > - Công ty Cổ phần Nhiệt điện Quảng Ninh,- Công ty Cổ phần Nhiệt điện Quảng Ninh,477.841.310.000,477.841.310.000,-,477.841.310.000,391.829.874.200,(86.011.435.800),477841310000.0,477841310000.0,,477841310000.0,391829874200.0,-86011435800.0
Cộng,Ngắn hạn > Cộng,Cộng,3.108.245.507.085,2.147.490.644.767,(960.754.862.318),2.979.431.733.205,2.303.444.577.790,(675.987.155.415),3108245507085.0,2147490644767.0,-960754862318.0,2979431733205.0,2303444577790.0,-675987155415.0
