row_label_raw,row_label_full,col_0,col_1,31/12/2018(VND),01/01/2018(VND),numeric__col_1,numeric__31/12/2018(VND),numeric__01/01/2018(VND)
a.,a.,a.,Ngắn hạn,935.326.403,703.483.770,,935326403.0,703483770.0
a.,a.,a.,"Công cụ, dụng cụ xuất dùng",588.465.095,402.091.840,,588465095.0,402091840.0
a.,a.,a.,Chi phí bảo hiểm,271.994.294,235.626.230,,271994294.0,235626230.0
a.,a.,a.,Chi phí trả trước ngắn hạn khác,74.867.014,65.765.700,,74867014.0,65765700.0
b.,b.,b.,Dài hạn,342.796.803.244,515.468.728.162,,342796803244.0,515468728162.0
b.,b.,b.,Công cụ dụng cụ phân bổ nhiều năm,6.047.919.048,6.909.351.191,,6047919048.0,6909351191.0
b.,b.,b.,Chi phí sữa chữa lớn chờ phân bổ,73.068.059.350,52.132.770.346,,73068059350.0,52132770346.0
b.,b.,b.,Chi phí giai đoạn triển khai không đủ tiêu chuẩn ghi nhận TSCĐ vô hình,28.092.521.711,32.765.746.484,,28092521711.0,32765746484.0
b.,b.,b.,Lỗ chênh lệch tỷ giá phân bổ không quá 5 năm,235.289.515.388,422.900.449.911,,235289515388.0,422900449911.0
b.,b.,b.,Chi phí trả trước dài hạn khác,298.787.747,760.410.230,,298787747.0,760410230.0
b.,b.,b.,Cộng,343.732.129.647,516.172.211.932,,343732129647.0,516172211932.0
