row_label_raw,row_label_full,col_0,31/12/2018(VND),01/01/2018(VND),numeric__31/12/2018(VND),numeric__01/01/2018(VND)
- Mua sám,- Mua sám,- Mua sám,-,-,,
- Xây dựng cơ bản,- Mua sám > - Xây dựng cơ bản,- Xây dựng cơ bản,60.806.305.452,79.143.669.108,60806305452.0,79143669108.0
Dự án Nhà máy Nhiệt điện Đồng Nai 5,- Mua sám > Dự án Nhà máy Nhiệt điện Đồng Nai 5,Dự án Nhà máy Nhiệt điện Đồng Nai 5,83.945.820,17.025.905.500,83945820.0,17025905500.0
Dự án Nhà máy Nhiệt điện Na Dương 2,- Mua sám > Dự án Nhà máy Nhiệt điện Na Dương 2,Dự án Nhà máy Nhiệt điện Na Dương 2,28.982.665.777,19.084.687.109,28982665777.0,19084687109.0
Dự án ĐTXD nhà máy sản xuất Vật liệu không nung và bãi tập kết nguyên liệu tại Đồng Giếng To,- Mua sám > Dự án ĐTXD nhà máy sản xuất Vật liệu không nung và bãi tập kết nguyên liệu tại Đồng Giếng To,Dự án ĐTXD nhà máy sản xuất Vật liệu không nung và bãi tập kết nguyên liệu tại Đồng Giếng To,2.946.467.500,2.946.467.500,2946467500.0,2946467500.0
Xây dựng bãi thải xỉ NMND Na Dương,- Mua sám > Xây dựng bãi thải xỉ NMND Na Dương,Xây dựng bãi thải xỉ NMND Na Dương,22.035.262.307,20.599.348.607,22035262307.0,20599348607.0
Đường công vụ từ Quốc lộ 18A đến NMND Đông Triều,- Mua sám > Đường công vụ từ Quốc lộ 18A đến NMND Đông Triều,Đường công vụ từ Quốc lộ 18A đến NMND Đông Triều,-,11.510.692.498,,11510692498.0
Dự án khác,- Mua sám > Dự án khác,Dự án khác,6.757.964.048,7.976.567.894,6757964048.0,7976567894.0
- Chi phí sửa chữa lớn TSCĐ,- Mua sám > - Chi phí sửa chữa lớn TSCĐ,- Chi phí sửa chữa lớn TSCĐ,6.725.970.000,1.614.345.182,6725970000.0,1614345182.0
Cộng,- Mua sám > Cộng,Cộng,67.532.275.452,80.758.014.290,67532275452.0,80758014290.0
