row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,632.103.291,377.719.246,632103291.0,377719246.0
Công cụ dụng cụ,Công cụ dụng cụ,Công cụ dụng cụ,131.246.954,68.746.105,131246954.0,68746105.0
Bảo hiểm,Bảo hiểm,Bảo hiểm,106.533.446,38.308.336,106533446.0,38308336.0
Khác,Khác,Khác,394.322.891,270.664.805,394322891.0,270664805.0
Dài hạn,Dài hạn,Dài hạn,16.712.181.128,19.525.859.558,16712181128.0,19525859558.0
Lợi thế kinh doanh phát sinh từ việc cổ phần hóa (*),Lợi thế kinh doanh phát sinh từ việc cổ phần hóa (*),Lợi thế kinh doanh phát sinh từ việc cổ phần hóa (*),7.820.921.764,9.953.900.428,7820921764.0,9953900428.0
Chi phí bảo trì định kỳ,Chi phí bảo trì định kỳ,Chi phí bảo trì định kỳ,5.304.491.092,5.814.016.528,5304491092.0,5814016528.0
Công cụ dụng cụ,Công cụ dụng cụ,Công cụ dụng cụ,1.341.815.022,1.693.259.096,1341815022.0,1693259096.0
Khác,Khác,Khác,2.244.953.250,2.064.683.506,2244953250.0,2064683506.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,17.344.284.419,19.903.578.804,17344284419.0,19903578804.0
