row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,25.1,431.381.037.396,354.355.360.930,,251.0,431381037396.0,354355360930.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,"26, 30",212.527.540.610,157.319.968.432,,,212527540610.0,157319968432.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,218.853.496.786,197.035.392.498,,,218853496786.0,197035392498.0
21,21,21,Doanh thu hoạt động tài chính,25.2,26.819.957.563,34.358.886.783,,252.0,26819957563.0,34358886783.0
22,22,22,Chi phí tài chính,28,45.764.781.992,41.440.117.460,,28.0,45764781992.0,41440117460.0
23,23,23,Trong đó: Chi phí lãi vay,,39.075.303.013,41.063.187.848,,,39075303013.0,41063187848.0
25,25,25,Chi phí bán hàng,30,122.969.866,48.076.280,,30.0,122969866.0,48076280.0
26,26,26,Chi phí quản lý doanh nghiệp,"27, 30",51.289.650.635,42.112.899.441,,,51289650635.0,42112899441.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,148.496.051.856,147.793.186.100,,,148496051856.0,147793186100.0
31,31,31,Thu nhập khác,29,2.654.376.025,2.679.078.038,,29.0,2654376025.0,2679078038.0
32,32,32,Chi phí khác,29,1.909.690.945,1.963.362.964,,29.0,1909690945.0,1963362964.0
40,40,40,Lợi nhuận khác,29,744.685.080,715.715.074,,29.0,744685080.0,715715074.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,149.240.736.936,148.508.901.174,,,149240736936.0,148508901174.0
51,51,51,Chi phí thuế TNDN hiện hành,31.1,13.075.736.361,16.551.756.732,,311.0,13075736361.0,16551756732.0
52,52,52,Chi phí (thu nhập) thuế thu nhập hoãn lại,31.3,1.751.494.869,(362.620.231),,313.0,1751494869.0,-362620231.0
60,60,60,Lợi nhuận sau thuế TNDN,,134.413.505.706,132.319.764.673,,,134413505706.0,132319764673.0
61,61,61,Lợi nhuận sau thuế của cổ đông công ty mẹ,,95.068.725.578,92.672.307.238,,,95068725578.0,92672307238.0
62,62,62,Lợi nhuận sau thuế của cổ đông không kiểm soát,,39.344.780.128,39.647.457.435,,,39344780128.0,39647457435.0
70,70,70,Lãi cơ bản trên cổ phiếu,24.5,1.174,1.174,,245.0,1174.0,1174.0
71,71,71,Lãi suy giảm trên cổ phiếu,24.5,1.174,1.174,,245.0,1174.0,1174.0
