row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Tổng Công ty Điện lực Miền Trung,Tổng Công ty Điện lực Miền Trung,Tổng Công ty Điện lực Miền Trung,Bên liên quan,Bán điệnCổ tức được chia,282.428.901.9791.770.000.000,269.653.163.9451.650.000.000,,,2.82428901979177e+21,2.69653163945165e+21
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Cổ đông,Thu hồi khoản vayVayTrả nợ gốc vayChuyển nhượng khoản đầu tưLãi cho vayCung cấp dịch vụCung cấp lắp đặt thiết bị,110.000.000.00075.000.000.00075.000.000.00099.683.562.0009.018.094.1824.715.645.5261.271.573.980,---12.745.635.977631.000.000786.911.900,,,1.1000000000075e+74,
Công ty Cổ phần Giao dịch Hàng hóa Sơn Tín,Công ty Cổ phần Giao dịch Hàng hóa Sơn Tín,Công ty Cổ phần Giao dịch Hàng hóa Sơn Tín,Bên liên quan,Cho vayThu hồi khoản vayLãi cho vay,99.000.000.00032.000.000.0003.080.454.728,7.000.000.000---620.666.668,,,9.900000000032e+31,
Bà Đăng Nhân Dung,Bà Đăng Nhân Dung,Bà Đăng Nhân Dung,Bên liên quan,Thu hồi khoản vayLãi cho vay,54.000.000.0003.439.866.216,---5.202.615.031,,,5.4000000000343985e+20,
Công ty Cổ phần Thủy Điện Trường Phú,Công ty Cổ phần Thủy Điện Trường Phú,Công ty Cổ phần Thủy Điện Trường Phú,Bên liên quan,Cung cấp dịch vụVayTrả nợ gốc vayCung cấp lắp đặt thiết bị,46.226.250.6111.000.000.000500.000.000312.641.000,1.500.000.000---,,,4.62262506111e+38,
Công ty Cổ phần Đường Biên Hòa,Công ty Cổ phần Đường Biên Hòa,Công ty Cổ phần Đường Biên Hòa,Bên liên quan,Cung cấp lắp đặt thiết bị,2.263.422.801,,,,2263422801.0,
