row_label_raw,row_label_full,Ông Tân Xuân Hiến,Chủ tịch,col_2,numeric__Chủ tịch,numeric__col_2
Ông Lưu Mạnh Thức,Ông Lưu Mạnh Thức,Ông Lưu Mạnh Thức,Thành viên,bổ nhiệm ngày 21 tháng 4 năm 2016,,
Bà Nguyễn Ngọc Quỳnh Như,Bà Nguyễn Ngọc Quỳnh Như,Bà Nguyễn Ngọc Quỳnh Như,Thành viên,bổ nhiệm ngày 21 tháng 4 năm 2016,,
Ông Yasushi Ujioka,Ông Yasushi Ujioka,Ông Yasushi Ujioka,Thành viên,bổ nhiệm ngày 3 tháng 11 năm 2016,,
Ông Deepak C.khanna,Ông Deepak C.khanna,Ông Deepak C.khanna,Thành viên,bổ nhiệm ngày 3 tháng 11 năm 2016,,
Ông Lê An Khang,Ông Lê An Khang,Ông Lê An Khang,Thành viên,bổ nhiệm ngày 21 tháng 4 năm 2016 và từ nhiệm ngày 3 tháng 11 năm 2016,,
Ông Trần Nguyễn Huân,Ông Trần Nguyễn Huân,Ông Trần Nguyễn Huân,Thành viên,từ nhiệm ngày 21 tháng 4 năm 2016,,
Ông Nguyễn Tâm Hòa,Ông Nguyễn Tâm Hòa,Ông Nguyễn Tâm Hòa,Thành viên,từ nhiệm ngày 3 tháng 11 năm 2016,,
