row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,149.240.736.936,148.508.901.174,149240736936.0,148508901174.0
Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán:,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán:,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán:,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán:,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán:,,
Thay đổi lợi nhuận chưa thực hiện,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán: > Thay đổi lợi nhuận chưa thực hiện,Thay đổi lợi nhuận chưa thực hiện,(8.806.698.261),4.804.564.934,-8806698261.0,4804564934.0
Thay đổi (lãi) lỗ từ hoạt động đầu tư,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán: > Thay đổi (lãi) lỗ từ hoạt động đầu tư,Thay đổi (lãi) lỗ từ hoạt động đầu tư,95.757.481,581.494.649,95757481.0,581494649.0
Chi phí không được khấu trừ,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán: > Chi phí không được khấu trừ,Chi phí không được khấu trừ,7.399.876.778,4.641.227.818,7399876778.0,4641227818.0
Thay đổi dự phòng giảm giá các khoảnđầu tư,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán: > Thay đổi dự phòng giảm giá các khoảnđầu tư,Thay đổi dự phòng giảm giá các khoảnđầu tư,-,721.506.334,,721506334.0
Thu nhập chịu thuế điều chỉnh trước thuế chưa cán trừ lỗ năm trước,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán: > Thu nhập chịu thuế điều chỉnh trước thuế chưa cán trừ lỗ năm trước,Thu nhập chịu thuế điều chỉnh trước thuế chưa cán trừ lỗ năm trước,147.929.672.934,159.257.694.909,147929672934.0,159257694909.0
Lỗ năm trước chuyển sang,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán: > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,-,(1.152.983.734),,-1152983734.0
Thu nhập chịu thuế ước tính trong năm hiện hành,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán: > Thu nhập chịu thuế ước tính trong năm hiện hành,Thu nhập chịu thuế ước tính trong năm hiện hành,147.929.672.934,158.104.711.175,147929672934.0,158104711175.0
Chi phí thuế TNDN phải trả ước tính năm hiện hành,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán: > Chi phí thuế TNDN phải trả ước tính năm hiện hành,Chi phí thuế TNDN phải trả ước tính năm hiện hành,12.608.717.736,16.394.182.324,12608717736.0,16394182324.0
Chi phí thuế TNDN trích thiếu các năm trước,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán: > Chi phí thuế TNDN trích thiếu các năm trước,Chi phí thuế TNDN trích thiếu các năm trước,467.018.625,157.574.408,467018625.0,157574408.0
Chi phí thuế TNDN năm hiện hành,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán: > Chi phí thuế TNDN năm hiện hành,Chi phí thuế TNDN năm hiện hành,13.075.736.361,16.551.756.732,13075736361.0,16551756732.0
Thuế TNDN phải nộp đầu năm,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán: > Thuế TNDN phải nộp đầu năm,Thuế TNDN phải nộp đầu năm,11.937.263.531,7.079.520.506,11937263531.0,7079520506.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Thuế TNDN phải nộp đầu năm,Trong đó: > Thuế TNDN phải nộp đầu năm,Thuế TNDN phải nộp đầu năm,11.939.479.708,7.093.023.460,11939479708.0,7093023460.0
Thuế TNDN nộp thừa đầu năm,Trong đó: > Thuế TNDN nộp thừa đầu năm,Thuế TNDN nộp thừa đầu năm,(2.216.177),(13.502.954),-2216177.0,-13502954.0
Giảm do thanh lý công ty con,Trong đó: > Giảm do thanh lý công ty con,Giảm do thanh lý công ty con,2.216.177,(425.617),2216177.0,-425617.0
Thuế TNDN đã nộp trong năm,Trong đó: > Thuế TNDN đã nộp trong năm,Thuế TNDN đã nộp trong năm,(19.360.936.594),(11.693.588.090),-19360936594.0,-11693588090.0
Thuế TNDN phải nộp cuối năm,Trong đó: > Thuế TNDN phải nộp cuối năm,Thuế TNDN phải nộp cuối năm,5.654.279.475,11.937.263.531,5654279475.0,11937263531.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Thuế TNDN phải nộp cuối năm,Trong đó: > Thuế TNDN phải nộp cuối năm,Thuế TNDN phải nộp cuối năm,5.654.279.475,11.939.479.708,5654279475.0,11939479708.0
Thuế TNDN nộp thừa cuối năm,Trong đó: > Thuế TNDN nộp thừa cuối năm,Thuế TNDN nộp thừa cuối năm,-,(2.216.177),,-2216177.0
