row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,2.654.376.025,2.679.078.038,2654376025.0,2679078038.0
Thu nhập hoạt động cho thuê,Thu nhập hoạt động cho thuê,Thu nhập hoạt động cho thuê,790.301.271,-,790301271.0,
Thu thanh lý vật tư,Thu thanh lý vật tư,Thu thanh lý vật tư,300.446.982,-,300446982.0,
Lãi thanh lý tài sản cố định,Lãi thanh lý tài sản cố định,Lãi thanh lý tài sản cố định,261.198.533,217.289.926,261198533.0,217289926.0
Khác,Khác,Khác,1.302.429.239,2.461.788.112,1302429239.0,2461788112.0
Chi phí khác,Chi phí khác,Chi phí khác,1.909.690.945,1.963.362.964,1909690945.0,1963362964.0
Chi phí hoạt động cho thuê,Chi phí hoạt động cho thuê,Chi phí hoạt động cho thuê,559.151.346,-,559151346.0,
Giá trị còn lại vật tư thanh lý,Giá trị còn lại vật tư thanh lý,Giá trị còn lại vật tư thanh lý,300.446.994,-,300446994.0,
Khác,Khác,Khác,1.050.092.605,1.963.362.964,1050092605.0,1963362964.0
LỢI NHUẬN KHÁC THUÀN,LỢI NHUẬN KHÁC THUÀN,LỢI NHUẬN KHÁC THUÀN,744.685.080,715.715.074,744685080.0,715715074.0
