row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỒNG KINH DOANHLợi nhuận trước thuếĐiều chỉnh cho các khoản:,,149.240.736.936,148.508.901.174,,,149240736936.0,148508901174.0
01,01,01,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỒNG KINH DOANHLợi nhuận trước thuếĐiều chỉnh cho các khoản:,,149.240.736.936,148.508.901.174,,,149240736936.0,148508901174.0
02,02,02,Khấu hao và hao mòn,"11, 12, 16",79.811.885.874,74.021.657.219,,,79811885874.0,74021657219.0
03,03,03,Hoàn nhập dự phòng,,-,(357.050.955),,,,-357050955.0
04,04,04,(Lãi) lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,(321.166),228.727.538,,,-321166.0,228727538.0
05,05,05,Lãi từ hoạt động đầu tư,,(27.071.199.095),(34.475.103.593),,,-27071199095.0,-34475103593.0
06,06,06,Chi phí lãi vay,28,39.075.303.013,41.063.187.848,,28.0,39075303013.0,41063187848.0
07,07,07,Các khoản điều chỉnh khác,,939.590.246,-,,,939590246.0,
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,241.995.995.808,228.990.319.231,,,241995995808.0,228990319231.0
09,09,09,Tăng các khoản phải thu,,(11.246.017.607),(110.028.487.839),,,-11246017607.0,-110028487839.0
10,10,10,(Tăng) giảm hàng tồn kho,,(5.861.652.517),4.658.831.526,,,-5861652517.0,4658831526.0
11,11,11,Tăng các khoản phải trả,,9.951.280.243,7.875.944.244,,,9951280243.0,7875944244.0
12,12,12,Giảm chi phí trả trước,,2.033.952.701,3.016.862.883,,,2033952701.0,3016862883.0
14,14,14,Tiền lãi vay đã trả,,(42.636.402.012),(42.460.340.601),,,-42636402012.0,-42460340601.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,19,(19.360.936.594),(11.693.588.090),,19.0,-19360936594.0,-11693588090.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,,(6.434.547.695),(8.466.850.066),,,-6434547695.0,-8466850066.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,168.441.672.327,71.892.691.288,,,168441672327.0,71892691288.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỒNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chi để mua sắm, xây dựng tài sản có định",,(40.490.443.062),(205.135.753.337),,,-40490443062.0,-205135753337.0
22,22,22,Tiền thu do thanh lý tài sản cố định,,925.200.060,349.662.694,,,925200060.0,349662694.0
23,23,23,Tiền chi cho vay,,(81.696.000.000),(9.620.769.864),,,-81696000000.0,-9620769864.0
24,24,24,Tiền thu hồi cho vay,,171.000.000.000,47.920.769.864,,,171000000000.0,47920769864.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(11.985.000.000),(2.162.590.926),,,-11985000000.0,-2162590926.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,37.387.965.655,27.170.186.671,,,37387965655.0,27170186671.0
27,27,27,Tiền thu lãi cho vay và cổ tức,,15.709.910.607,19.823.005.306,,,15709910607.0,19823005306.0
30,30,30,Lưu chuyển tiền thuần từ (sử dụng vào) hoạt động đầu tư,,90.851.633.260,(121.655.489.592),,,90851633260.0,-121655489592.0
