row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải trả cho các bên khác,Ngắn hạn > Phải trả cho các bên khác,Phải trả cho các bên khác,7.360.939.469,14.203.547.554,7360939469.0,14203547554.0
- Trung tâm Sản xuất Thiết bị Do Điện tử Điện lực miền Trung,Ngắn hạn > - Trung tâm Sản xuất Thiết bị Do Điện tử Điện lực miền Trung,- Trung tâm Sản xuất Thiết bị Do Điện tử Điện lực miền Trung,1.352.136.394,-,1352136394.0,
- Công ty Cổ phần Thuỷ điện Vân Hà Trùng Khánh,Ngắn hạn > - Công ty Cổ phần Thuỷ điện Vân Hà Trùng Khánh,- Công ty Cổ phần Thuỷ điện Vân Hà Trùng Khánh,1.242.421.200,2.304.236.927,1242421200.0,2304236927.0
- Công ty Cổ phần Xây dựng 43,Ngắn hạn > - Công ty Cổ phần Xây dựng 43,- Công ty Cổ phần Xây dựng 43,-,2.662.531.000,,2662531000.0
- Công ty Cổ phần Xây dựng 41,Ngắn hạn > - Công ty Cổ phần Xây dựng 41,- Công ty Cổ phần Xây dựng 41,-,2.390.140.370,,2390140370.0
- Các nhà cung cấp khác,Ngắn hạn > - Các nhà cung cấp khác,- Các nhà cung cấp khác,4.766.381.875,6.846.639.257,4766381875.0,6846639257.0
Phải trả cho các bên liên quan(Thuyết minh số 32),Ngắn hạn > Phải trả cho các bên liên quan(Thuyết minh số 32),Phải trả cho các bên liên quan(Thuyết minh số 32),1.195.838.530,1.166.391.175,1195838530.0,1166391175.0
,,,8.556.777.999,15.369.938.729,8556777999.0,15369938729.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Phải trả cho các bên khác,Dài hạn > Phải trả cho các bên khác,Phải trả cho các bên khác,262.992.988,506.420.176,262992988.0,506420176.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,8.819.770.987,15.876.358.905,8819770987.0,15876358905.0
