row_label_raw,row_label_full,col_0,Mãsố,2020VND,2019VND,numeric__Mãsố,numeric__2020VND,numeric__2019VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"Tiền chi mua sắm, xây dựng tài sản cố định và tài sản dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua sắm, xây dựng tài sản cố định và tài sản dài hạn khác","Tiền chi mua sắm, xây dựng tài sản cố định và tài sản dài hạn khác",21,(1.469.923.979.055),(1.134.946.239.050),21.0,-1469923979055.0,-1134946239050.0
Tiền thu từ thanh lý tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý tài sản cố định,Tiền thu từ thanh lý tài sản cố định,22,2.784.546.167,23.989.791.915,22.0,2784546167.0,23989791915.0
Tiền chi cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi cho vay,Tiền chi cho vay,23,(4.085.000.000.000),(2.132.000.000.000),23.0,-4085000000000.0,-2132000000000.0
Gửi tiền gửi ngân hàng có kỳ hạn và chi cho các khoản đầu tư khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Gửi tiền gửi ngân hàng có kỳ hạn và chi cho các khoản đầu tư khác,Gửi tiền gửi ngân hàng có kỳ hạn và chi cho các khoản đầu tư khác,23,(3.752.000.000.000),(42.700.000.000),23.0,-3752000000000.0,-42700000000.0
Tiền thu hồi các khoản cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu hồi các khoản cho vay,Tiền thu hồi các khoản cho vay,24,3.615.000.000.000,105.000.000.000,24.0,3615000000000.0,105000000000.0
Rút tiền gửi có kỳ hạn tại ngân hàng và thu hồi các khoản đầu tư khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Rút tiền gửi có kỳ hạn tại ngân hàng và thu hồi các khoản đầu tư khác,Rút tiền gửi có kỳ hạn tại ngân hàng và thu hồi các khoản đầu tư khác,24,895.900.000.000,251.200.000.000,24.0,895900000000.0,251200000000.0
"Mua lại một công ty con, tiền thuần chi ra","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua lại một công ty con, tiền thuần chi ra","Mua lại một công ty con, tiền thuần chi ra",25,(511.583.019.206),-,25.0,-511583019206.0,
Tiền chi mua lại lợi ích cổ đông không kiểm soát trong các công ty con,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua lại lợi ích cổ đông không kiểm soát trong các công ty con,Tiền chi mua lại lợi ích cổ đông không kiểm soát trong các công ty con,25,(28.815.172.375),-,25.0,-28815172375.0,
Tiền thu lãi tiền gửi và cổ tức,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi tiền gửi và cổ tức,Tiền thu lãi tiền gửi và cổ tức,27,122.092.343.504,99.441.361.113,27.0,122092343504.0,99441361113.0
