row_label_raw,row_label_full,col_0,Vốn cổ phần VND,Thặng dư vốn cổ phần VND,Vốn khác của chủ sở hữu VND,Cổ phiếu quỹ VND,Chênh lệch tỷ giá hối đoái VND,Quỹ đầu tư phát triển VND,Lợi nhuận sau thuế chưa phân phối VND,Lợi ích cổ đông không kiểm soát (“NCI”) VND,Tổng VND,numeric__Vốn cổ phần VND,numeric__Thặng dư vốn cổ phần VND,numeric__Vốn khác của chủ sở hữu VND,numeric__Cổ phiếu quỹ VND,numeric__Chênh lệch tỷ giá hối đoái VND,numeric__Quỹ đầu tư phát triển VND,numeric__Lợi nhuận sau thuế chưa phân phối VND,numeric__Lợi ích cổ đông không kiểm soát (“NCI”) VND,numeric__Tổng VND
Số dư tại ngày 1 tháng 1 năm 2019,Số dư tại ngày 1 tháng 1 năm 2019,Số dư tại ngày 1 tháng 1 năm 2019,6.279.291.230.000,4.292.501.204.992,(265.775.657.006),(1.640.252.631.255),5.398.307.899,22.731.972.844,1.962.584.222.892,224.733.821.437,10.881.212.471.803,6279291230000.0,4292501204992.0,-265775657006.0,-1640252631255.0,5398307899.0,22731972844.0,1962584222892.0,224733821437.0,10881212471803.0
Cổ phiếu phổ thông đã phát hành (Thuyết minh 26),Cổ phiếu phổ thông đã phát hành (Thuyết minh 26),Cổ phiếu phổ thông đã phát hành (Thuyết minh 26),30.493.250.000,182.959.500.000,-,-,-,-,-,-,213.452.750.000,30493250000.0,182959500000.0,,,,,,,213452750000.0
Cổ phiếu thường đã phát hành (Thuyết minh 26),Cổ phiếu thường đã phát hành (Thuyết minh 26),Cổ phiếu thường đã phát hành (Thuyết minh 26),919.461.560.000,(919.461.560.000),-,-,-,-,-,-,-,919461560000.0,-919461560000.0,,,,,,,
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,-,-,4.026.490.967.694,35.187.128.317,4.061.678.096.011,,,,,,,4026490967694.0,35187128317.0,4061678096011.0
Cổ tức (Thuyết minh 27),Cổ tức (Thuyết minh 27),Cổ tức (Thuyết minh 27),-,-,-,-,-,-,(2.744.681.053.500),-,(2.744.681.053.500),,,,,,,-2744681053500.0,,-2744681053500.0
Cổ tức công bố bởi các công ty con,Cổ tức công bố bởi các công ty con,Cổ tức công bố bởi các công ty con,-,-,-,-,-,-,-,(12.894.360.000),(12.894.360.000),,,,,,,,-12894360000.0,-12894360000.0
Chênh lệch quy đổi tỷ giá,Chênh lệch quy đổi tỷ giá,Chênh lệch quy đổi tỷ giá,-,-,-,-,8.199.125.377,-,-,18.334,8.199.143.711,,,,,8199125377.0,,,18334.0,8199143711.0
Số dư tại ngày 31 tháng 12 năm 2019,Số dư tại ngày 31 tháng 12 năm 2019,Số dư tại ngày 31 tháng 12 năm 2019,7.229.246.040.000,3.555.999.144.992,(265.775.657.006),(1.640.252.631.255),13.597.433.276,22.731.972.844,3.244.394.137.086,247.026.608.088,12.406.967.048.025,7229246040000.0,3555999144992.0,-265775657006.0,-1640252631255.0,13597433276.0,22731972844.0,3244394137086.0,247026608088.0,12406967048025.0
