row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2020 VND,2019 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2020 VND,numeric__2019 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,29,23.988.058.548.405,19.112.348.416.942,1.0,29.0,23988058548405.0,19112348416942.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,29,645.324.067.008,624.806.580.434,2.0,29.0,645324067008.0,624806580434.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,29,23.342.734.481.397,18.487.541.836.508,10.0,29.0,23342734481397.0,18487541836508.0
Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,11,30,13.423.520.341.046,10.529.868.313.945,11.0,30.0,13423520341046.0,10529868313945.0
Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),20,,9.919.214.140.351,7.957.673.522.563,20.0,,9919214140351.0,7957673522563.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,31,754.808.423.442,619.847.831.113,21.0,31.0,754808423442.0,619847831113.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,32,315.433.247.596,240.140.907.448,22.0,32.0,315433247596.0,240140907448.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,286.495.734.730,235.821.679.467,23.0,,286495734730.0,235821679467.0
Phần lãi trong một công ty liên kết,Phần lãi trong một công ty liên kết,Phần lãi trong một công ty liên kết,24,8(c),13.296.085.000,7.977.651.000,24.0,,13296085000.0,7977651000.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,33,4.071.091.999.434,3.015.180.960.649,25.0,33.0,4071091999434.0,3015180960649.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,34,893.881.875.904,817.391.573.893,26.0,34.0,893881875904.0,817391573893.0
Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},30,,5.406.911.525.859,4.512.785.562.686,30.0,,5406911525859.0,4512785562686.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,,2.151.494.345,1.623.151.249,31.0,,2151494345.0,1623151249.0
Chi phí khác,Chi phí khác,Chi phí khác,32,,18.035.234.109,22.629.400.853,32.0,,18035234109.0,22629400853.0
Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),40,,(15.883.739.764),(21.006.249.604),40.0,,-15883739764.0,-21006249604.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,5.391.027.786.095,4.491.779.313.082,50.0,,5391027786095.0,4491779313082.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,35,877.546.842.929,410.452.844.925,51.0,35.0,877546842929.0,410452844925.0
(Lợi ích)/chi phí thuế TNDN hoãn lại,(Lợi ích)/chi phí thuế TNDN hoãn lại,(Lợi ích)/chi phí thuế TNDN hoãn lại,52,35,(84.090.312.176),19.648.372.146,52.0,35.0,-84090312176.0,19648372146.0
Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52) (mang sang trang sau),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52) (mang sang trang sau),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52) (mang sang trang sau),60,,4.597.571.255.342,4.061.678.096.011,60.0,,4597571255342.0,4061678096011.0
